I II V1 V2 V3 V4 V5 V6
18 10 -7 9 -3 7 6 10
19 11 -8 6 -6 4 3 7
18 9 -9 2 -8 2 -1 4
13 8 -7 3 -7 0 -1 4
17 8 -9 1 -8 -1 -2 1
18 6 -11 -2 -9 -4 -7 -2
19 2 -10 -3 -9 -3 -6 -3
12 -2 -9 -2 -8 -4 -4 1
5 -1 -7 -1 -6 -3 -4 2
8 -4 -7 0 -7 -2 -5 1
4 -3 -6 -1 -8 -3 -5 1
10 3 -5 0 -6 -2 -5 1
14 5 -4 0 -5 -2 -5 0
7 6 -2 1 -4 0 -3 1
6 5 -2 0 -4 -1 -5 -1
5 -1 -3 0 -4 -1 -6 -1
8 -3 -3 -4 -7 -3 -7 -2
11 0 -6 -7 -11 -6 -10 -5
9 1 -8 -9 -11 -7 -11 -7
11 0 -7 -9 -10 -6 -10 -5
7 -3 -5 -7 -8 -5 -10 -5
3 -1 -5 -6 -8 -5 -9 -3
4 -3 -4 -5 -7 -4 -7 -3
4 -5 -5 -7 -8 -4 -10 -5
-1 -4 -4 -8 -9 -5 -10 -5
-3 -7 -6 -9 -8 -5 -12 -7
-4 -8 -6 -10 -10 -6 -11 -7
1 -5 -5 -9 -9 -6 -11 -7
-1 -7 -4 -8 -8 -4 -9 -6
-2 -6 -5 -9 -10 -5 -10 -6
-2 -5 -4 -9 -10 -5 -10 -6
-1 -6 -5 -9 -10 -6 -10 -6
0 -5 -5 -8 -10 -6 -10 -6
-4 -7 -4 -8 -9 -5 -9 -5
-4 -10 -6 -9 -10 -5 -11 -5
-1 -7 -7 -11 -11 -6 -11 -8
0 -8 -5 -11 -10 -5 -9 -5
-4 -9 -6 -12 -12 -7 -10 -6
-5 -9 -8 -14 -14 -9 -13 -9
-4 -9 -7 -13 -13 -8 -13 -8
-3 -9 -7 -13 -13 -9 -13 -8
-2 -9 -9 -15 -16 -11 -14 -9
2 -10 -8 -15 -16 -11 -15 -9
3 -11 -7 -15 -15 -10 -15 -9
-1 -10 -6 -13 -14 -10 -13 -9
3 -9 -6 -16 -16 -11 -13 -10
1 -9 -7 -16 -15 -10 -14 -11
-3 -9 -5 -14 -14 -9 -12 -7
0 -8 -6 -15 -17 -11 -12 -9
0 -11 -8 -15 -16 -13 -15 -13
-1 -11 -9 -17 -17 -14 -16 -12
-3 -10 -8 -16 -17 -14 -16 -11
-6 -11 -8 -16 -17 -13 -15 -11
-7 -11 -8 -16 -17 -13 -16 -10
0 -12 -10 -19 -19 -17 -19 -14
-4 -14 -9 -18 -18 -16 -17 -12
-10 -13 -6 -13 -13 -11 -14 -10
-3 -10 -6 -14 -14 -12 -14 -8
-3 -10 -7 -15 -16 -14 -16 -10
-9 -11 -6 -14 -15 -14 -16 -10
-8 -14 -7 -15 -16 -15 -17 -13
-5 -14 -8 -16 -17 -17 -19 -13
5 -16 -11 -19 -19 -19 -22 -15
-2 -16 -10 -18 -19 -18 -20 -14
-14 -14 -6 -13 -15 -13 -16 -10
-16 -17 -4 -12 -13 -12 -16 -11
-10 -14 -5 -13 -14 -13 -17 -12
-6 -10 -8 -14 -17 -17 -18 -16
-9 -14 -8 -12 -16 -16 -18 -16
-9 -13 -8 -13 -17 -16 -18 -15
-9 -13 -7 -12 -16 -17 -18 -15
-11 -14 -8 -12 -17 -18 -20 -15
-13 -16 -5 -8 -12 -14 -17 -14
-6 -15 -5 -8 -12 -14 -17 -13
-9 -14 -7 -9 -12 -15 -17 -15
-12 -12 -6 -9 -12 -15 -19 -14
-13 -13 -7 -11 -13 -16 -19 -14
-9 -14 -7 -12 -15 -18 -21 -17
-9 -16 -6 -7 -12 -14 -19 -14
-16 -15 -3 -4 -9 -10 -14 -9
-22 -14 -1 -3 -7 -9 -14 -9
-23 -15 -4 -5 -10 -12 -17 -11
-19 -16 -5 -7 -11 -13 -18 -14
-20 -17 -5 -6 -12 -13 -18 -15
-17 -18 -7 -7 -13 -13 -18 -16
-9 -9 -5 -5 -10 -13 -18 -17
-8 -6 -3 -4 -8 -11 -16 -13
-10 -10 -4 -8 -12 -14 -18 -14
-11 -11 -4 -7 -10 -13 -18 -14
-11 -14 -3 -5 -9 -12 -16 -13
-11 -16 -5 -6 -11 -15 -19 -17
-13 -18 -4 -5 -9 -13 -17 -14
-18 -18 -1 -1 -5 -9 -15 -10
-20 -16 -2 -2 -5 -9 -13 -8
-20 -17 -2 -4 -7 -11 -16 -11
-19 -19 0 -3 -6 -9 -16 -12
-19 -17 -3 -4 -7 -10 -16 -14
-17 -17 -5 -6 -9 -13 -18 -17
-12 -14 -4 -4 -7 -10 -15 -13
-7 -11 -3 -4 -8 -10 -14 -10
-10 -12 -4 -4 -8 -11 -14 -14
-9 -12 -3 -3 -7 -10 -14 -11
-16 -16 -2 -2 -6 -10 -15 -12
-21 -19 -5 -4 -7 -10 -17 -14
-17 -17 -5 -4 -7 -12 -16 -12
-11 -14 -5 -4 -8 -11 -16 -14
-7 -14 -4 -5 -8 -12 -15 -14
-1 -11 -7 -7 -10 -15 -18 -16
-1 -13 -9 -9 -11 -17 -19 -18
-13 -15 -5 -4 -8 -11 -14 -14
-21 -14 -3 -3 -5 -10 -13 -13
-17 -16 -4 -3 -6 -11 -16 -12
-16 -17 -4 -4 -7 -12 -15 -13
-18 -20 -6 -5 -9 -13 -15 -13
-12 -18 -8 -7 -11 -16 -18 -15
-8 -15 -8 -7 -11 -14 -18 -15
-7 -17 -9 -8 -12 -15 -18 -15
-14 -17 -5 -5 -9 -12 -14 -11
-14 -17 -4 -4 -8 -12 -15 -12
-10 -17 -6 -5 -10 -14 -17 -13
-12 -16 -5 -4 -9 -12 -15 -12
-16 -14 -6 -3 -10 -13 -14 -10
-15 -13 -5 -3 -9 -12 -14 -12
-15 -14 -5 -5 -11 -14 -16 -12
-21 -16 -4 -4 -8 -12 -14 -11
-19 -15 -5 -4 -10 -14 -15 -12
-16 -18 -6 -6 -11 -15 -16 -14
-16 -20 -7 -6 -12 -18 -17 -19
-17 -20 -7 -6 -12 -18 -18 -18
-15 -20 -8 -7 -13 -19 -17 -13
-11 -18 -6 -8 -13 -20 -17 -14
-14 -16 -5 -7 -12 -18 -18 -15
-16 -15 -7 -8 -12 -20 -18 -18
-16 -14 -6 -6 -11 -18 -15 -15
-19 -17 -5 -5 -9 -18 -14 -11
-18 -17 -5 -5 -10 -19 -15 -13
-13 -12 -4 -5 -8 -18 -14 -11
-13 -13 -8 -7 -11 -21 -17 -13
-13 -15 -8 -8 -12 -22 -18 -13
-12 -15 -7 -9 -13 -22 -18 -14
-12 -19 -6 -9 -12 -22 -19 -17
-11 -17 -6 -8 -12 -23 -15 -12
-15 -17 -3 -7 -10 -22 -14 -12
-19 -14 -5 -7 -10 -23 -16 -15
-16 -14 -5 -8 -11 -23 -16 -16
-15 -19 -6 -9 -11 -22 -17 -15
-13 -15 -5 -8 -11 -22 -16 -15
-13 -17 -7 -10 -14 -25 -17 -18
-14 -21 -10 -12 -16 -26 -22 -20
-7 -17 -10 -12 -17 -26 -20 -20
-8 -14 -7 -10 -13 -24 -17 -15
-12 -12 -6 -7 -11 -24 -15 -14
-5 -8 -8 -9 -14 -27 -18 -16
-8 -16 -5 -8 -11 -24 -16 -13
-11 -16 -6 -7 -11 -25 -17 -14
-10 -16 -6 -6 -11 -24 -17 -15
-12 -17 -4 -6 -10 -23 -16 -14
-14 -14 -2 -5 -9 -21 -14 -12
-18 -15 -2 -3 -7 -20 -12 -9
-12 -14 -2 -4 -9 -21 -13 -11
-9 -13 -4 -5 -10 -22 -14 -12
-12 -11 -7 -7 -13 -24 -17 -15
-11 -11 -9 -7 -14 -25 -17 -15
-11 -17 -7 -7 -12 -24 -15 -12
-11 -13 -8 -7 -12 -25 -16 -15
-5 -11 -8 -8 -13 -26 -18 -15
-2 -14 -9 -10 -14 -27 -20 -17
-6 -15 -11 -11 -16 -27 -20 -18
-9 -14 -8 -8 -13 -24 -17 -15
-5 -15 -7 -6 -12 -23 -17 -16
-10 -16 -5 -4 -8 -21 -14 -13
-21 -16 -4 -2 -8 -20 -13 -12
-18 -17 -4 -2 -7 -20 -13 -15
-7 -14 -4 -4 -8 -22 -13 -13
-7 -13 -4 -5 -9 -22 -13 -12
-12 -13 -3 -5 -10 -22 -14 -14
-11 -9 -3 -4 -8 -20 -14 -12
-8 -11 -5 -7 -10 -23 -16 -17
-2 -13 -8 -8 -12 -25 -17 -17
-8 -15 -5 -5 -9 -21 -15 -17
-12 -14 -4 -4 -9 -20 -15 -18
-13 -14 0 -2 -7 -19 -12 -12
-14 -12 0 -2 -7 -20 -13 -13
-8 -6 -1 -2 -6 -18 -11 -10
-10 -7 -1 -1 -6 -19 -15 -12
-10 -13 -3 -2 -6 -20 -12 -12
-10 -13 -3 -3 -7 -19 -11 -10
-10 -13 -1 -2 -7 -19 -12 -12
-6 -6 -2 -2 -7 -21 -12 -12
-3 -3 -1 -1 -5 -19 -11 -10
-7 -5 0 0 -5 -18 -9 -9
-6 -2 -2 -1 -7 -21 -11 -11
-3 3 0 0 -5 -18 -11 -11
-5 5 1 2 -2 -16 -8 -8
-7 4 4 5 0 -15 -7 -7
-7 3 5 4 -2 -15 -8 -10
-5 1 7 4 -1 -15 -8 -10
-6 3 4 3 -1 -16 -8 -10
-3 3 3 3 -3 -17 -9 -11
-1 5 5 6 1 -14 -7 -9
-4 4 5 7 2 -14 -3 -6
-3 5 7 6 0 -15 -4 -5
-3 6 7 6 -1 -16 -6 -7
-6 4 8 8 2 -13 -5 -5
-1 7 8 11 3 -12 -3 -6
0 13 11 13 5 -10 -2 -5
1 13 12 13 7 -9 0 -3
0 13 12 13 8 -8 1 -2
1 11 9 12 7 -9 1 -3
0 6 6 10 5 -10 -1 -4
0 8 8 12 8 -9 1 -2
2 11 7 11 8 -8 2 0
2 9 6 11 9 -7 1 0
2 10 2 11 7 -9 -1 -3
5 11 3 11 8 -9 0 -2
9 7 4 10 7 -8 0 -2
11 8 2 9 5 -10 -2 -5
10 8 5 11 8 -8 2 -2
8 8 4 10 7 -10 0 -4
3 4 3 9 6 -10 -1 -5
3 3 0 6 3 -12 -3 -5
2 4 -2 5 2 -12 -4 -5
-1 2 -1 5 2 -12 -3 -6
0 3 0 5 1 -12 -2 -3
-4 0 -2 1 -2 -17 -4 -7
-1 -5 -3 -3 -4 -18 -8 -9
6 -2 -5 -2 -5 -20 -7 -9
7 0 -6 -3 -6 -21 -9 -10
7 -3 -5 -2 -4 -19 -8 -11
-1 0 -1 2 -1 -16 -5 -6
-5 -1 -1 3 0 -16 -5 -6
-5 -4 1 4 0 -15 -4 -8
-10 -9 -1 3 -2 -17 -7 -10
-12 -8 -1 2 -3 -18 -7 -10
-14 -11 -2 1 -2 -19 -8 -11
-17 -17 -2 1 -4 -19 -8 -12
-13 -16 -3 0 -4 -20 -9 -13
-8 -13 -2 1 -2 -18 -8 -12
-8 -12 -4 -2 -6 -22 -11 -15
-1 -7 -4 -3 -7 -21 -10 -15
-5 -9 -3 -1 -6 -21 -9 -14
-11 -12 -2 1 -6 -21 -10 -15
-7 -9 -4 -1 -6 -22 -10 -16
-4 -8 -3 -1 -6 -20 -10 -13
-6 -10 -2 0 -4 -19 -8 -12
-8 -12 -2 0 -4 -19 -8 -15
-12 -15 -2 -1 -6 -19 -8 -14
-9 -13 -3 -1 -6 -20 -10 -14
-11 -14 -2 0 -6 -19 -9 -13
-11 -12 0 2 -5 -17 -8 -13
-7 -9 0 2 -4 -17 -8 -18
-6 -12 -2 1 -6 -20 -8 -14
-8 -13 0 1 -5 -18 -8 -13
-7 -11 -2 1 -6 -20 -9 -17
-7 -15 -5 -2 -7 -23 -12 -18
-3 -17 -6 -3 -7 -23 -12 -19
-2 -18 -6 -3 -7 -23 -12 -19
0 -12 -6 -2 -8 -23 -13 -21
1 -9 -3 1 -5 -20 -10 -20
-4 -11 -2 -1 -6 -20 -9 -18
-7 -12 -2 2 -5 -19 -7 -15
-7 -12 -3 1 -5 -19 -9 -16
-8 -9 -2 1 -5 -19 -9 -15
-8 -10 0 3 -2 -16 -6 -12
-9 -14 1 7 0 -15 -6 -11
-13 -15 1 8 1 -15 -6 -13
-15 -18 3 12 3 -12 -7 -15
-9 -15 4 18 7 -12 -8 -17
-6 -13 10 33 20 0 -3 -12
-5 -6 15 43 30 9 2 -13
-3 -8 16 46 36 14 3 -12
1 -6 15 47 43 19 6 -12
6 -2 15 40 47 27 11 -8
10 7 16 32 51 37 22 1
9 15 16 21 57 52 38 17
11 20 4 -11 50 58 49 27
15 28 -5 -51 40 63 65 41
10 36 -11 -89 28 70 84 61
1 45 -21 -126 12 74 102 81
-14 52 -33 -161 -2 74 116 100
-17 52 -53 -206 -30 62 123 110
-15 55 -74 -243 -57 51 123 118
-14 66 -90 -260 -67 50 131 128
-13 75 -100 -265 -69 48 130 130
-14 70 -107 -269 -81 29 109 114
-18 42 -110 -262 -97 -5 67 80
-22 14 -108 -256 -117 -48 19 40
-28 -2 -108 -248 -132 -80 -16 9
-34 -18 -106 -237 -139 -100 -37 -11
-34 -27 -105 -223 -136 -100 -42 -18
-31 -31 -107 -209 -131 -97 -46 -23
-27 -34 -100 -183 -117 -87 -42 -26
-19 -28 -83 -150 -94 -71 -35 -24
-16 -25 -69 -116 -74 -57 -31 -25
-17 -27 -53 -88 -58 -47 -24 -23
-15 -25 -39 -64 -43 -38 -20 -19
-15 -24 -26 -43 -32 -30 -15 -16
-10 -16 -20 -29 -22 -25 -13 -17
-6 -11 -14 -20 -16 -19 -10 -15
-8 -10 -11 -16 -13 -18 -11 -16
-6 -7 -8 -12 -10 -15 -9 -16
-6 -6 -6 -8 -8 -13 -9 -16
-6 -10 -3 -3 -4 -10 -7 -15
-6 -9 0 1 -2 -9 -9 -17
-8 -8 1 4 -2 -9 -8 -15
-9 -8 3 8 2 -6 -3 -13
-7 -7 5 11 3 -4 -3 -13
-7 -11 6 10 3 -5 -4 -14
-4 -12 7 9 3 -6 -6 -15
-4 -11 6 9 2 -5 -7 -17
-8 -10 8 12 5 -3 -5 -15
-7 -8 10 13 8 0 -5 -14
-5 -9 8 13 4 -3 -7 -16
-5 -8 6 14 5 -4 -7 -17
-4 -8 8 16 6 -4 -6 -15
-2 -7 9 17 7 -3 -4 -13
-1 -6 9 18 6 -2 -3 -12
0 -10 10 17 8 -2 -4 -13
3 -10 9 15 6 -3 -6 -14
-3 -8 11 16 8 0 -5 -14
-4 -10 11 17 9 0 -3 -14
-8 -8 13 19 11 3 -1 -10
-6 -9 14 22 12 5 -1 -9
-5 -9 10 21 10 2 -2 -12
-6 -6 12 23 11 3 -1 -11
-9 -8 13 23 11 3 -1 -12
-8 -8 12 23 9 3 0 -9
-4 -9 11 21 9 1 -1 -12
-10 -12 13 22 11 3 0 -10
-16 -11 13 21 11 5 0 -11
-13 -8 12 19 8 2 -3 -13
-13 -11 13 18 9 2 -4 -14
-7 -9 12 20 9 4 -3 -13
-3 -8 9 21 8 2 -4 -13
-1 -6 10 21 10 2 -4 -13
-5 -4 12 25 12 4 -1 -10
-10 -7 12 24 11 4 0 -11
-12 -12 12 23 12 4 -1 -12
-12 -13 14 23 11 6 -1 -11
-9 -11 12 24 12 7 0 -8
1 -6 15 25 15 9 0 -9
0 -6 18 28 16 11 0 -8
3 -5 14 26 13 9 -2 -10
2 -2 15 27 12 10 -2 -9
-2 -3 15 26 13 11 -1 -10
-3 -3 15 29 15 11 1 -9
-3 -4 15 30 15 12 1 -9
-4 -7 17 30 17 12 2 -7
-4 -3 15 30 16 12 0 -12
-3 -6 14 30 17 11 -1 -11
-1 -6 14 29 15 11 -1 -10
1 -4 16 30 16 13 -1 -12
1 -6 16 31 17 14 0 -10
-3 -6 19 33 19 15 1 -9
-2 -5 18 33 17 14 -1 -12
-2 -4 17 35 19 15 1 -9
1 -4 17 36 20 16 3 -7
3 0 16 36 20 17 3 -9
3 -2 15 36 20 16 2 -7
4 -2 13 35 20 16 1 -7
4 -3 14 35 19 16 0 -10
6 -4 16 38 19 17 0 -11
5 -6 15 37 18 16 -2 -12
0 -4 14 39 19 18 0 -11
1 -4 17 42 22 19 2 -10
2 -4 17 45 25 19 3 -7
3 -2 18 47 26 23 5 -5
4 -3 20 50 29 24 5 -5
2 -4 19 51 28 23 6 -5
