I II V1 V2 V3 V4 V5 V6
-8 20 27 11 -2 12 21 13
4 23 26 11 -3 11 20 11
17 25 24 8 -6 6 16 8
17 21 25 9 -7 7 16 11
13 19 30 14 -4 11 17 10
14 20 34 19 -1 11 17 10
12 20 35 18 2 11 17 10
10 23 34 18 3 13 18 11
7 17 32 16 0 14 19 12
8 16 28 16 0 14 20 11
12 15 23 16 -2 13 20 11
13 16 18 18 -2 12 17 10
12 16 18 18 -2 12 19 10
10 13 15 13 -7 9 17 8
9 13 15 7 -8 10 17 10
5 15 22 12 -2 14 22 13
9 18 19 14 -4 13 21 14
5 16 17 15 -6 11 20 14
0 16 15 13 -7 8 18 12
2 13 16 11 -8 9 18 15
7 11 12 5 -14 5 15 13
9 10 11 4 -16 4 15 10
5 11 10 3 -16 5 16 11
6 11 9 0 -18 5 17 11
11 15 6 -6 -19 5 16 10
20 21 7 -2 -16 6 18 11
20 20 7 3 -13 9 20 15
11 16 8 4 -13 8 20 15
13 18 8 2 -13 8 20 15
13 16 4 -1 -17 3 18 12
7 10 3 -2 -19 4 19 13
6 6 5 0 -18 5 18 13
8 7 4 -2 -19 3 16 12
10 6 3 -3 -20 2 15 12
10 5 3 -2 -21 2 16 12
10 7 5 2 -18 3 18 13
9 9 5 3 -16 3 18 13
8 7 5 1 -17 2 16 12
6 7 8 2 -18 3 17 13
4 9 11 4 -18 3 16 15
2 4 9 1 -20 2 16 10
3 3 12 1 -20 2 16 10
-2 2 12 0 -20 1 13 9
-7 -1 14 3 -20 1 13 10
-6 -2 15 3 -20 1 14 11
-9 -2 16 5 -19 0 13 10
-11 0 15 6 -20 -1 12 9
-10 -3 16 4 -21 -1 11 7
-6 -6 15 4 -22 -1 10 7
-3 -3 16 5 -21 -1 9 7
-5 -4 16 3 -21 -1 9 6
-8 -4 19 4 -19 0 9 6
-7 -5 17 5 -23 -2 8 4
-3 -8 13 2 -25 -5 6 2
3 -1 10 -2 -26 -7 3 0
3 -2 13 -1 -24 -6 5 1
-4 -8 13 0 -24 -5 5 2
-9 -9 15 2 -21 -2 8 3
-11 -7 17 6 -18 0 11 6
-12 -5 18 10 -18 0 9 5
-9 -2 18 11 -19 0 10 5
-10 -6 19 12 -19 -1 9 4
-6 -5 20 9 -21 -3 7 2
1 -6 16 3 -24 -5 4 0
6 -13 13 0 -30 -8 1 -3
8 -11 12 1 -27 -8 1 -3
3 -7 12 4 -25 -8 2 -3
-3 -7 16 10 -21 -4 7 0
-6 -9 19 13 -18 -2 9 1
-9 -9 19 12 -20 -2 6 0
-10 -8 20 12 -19 1 9 2
-9 -9 21 13 -17 3 11 4
-9 -8 20 14 -16 2 11 4
-6 -6 19 13 -17 2 9 6
-5 -4 19 11 -18 0 9 3
-10 -7 22 14 -14 2 9 3
-9 -5 21 16 -13 3 9 3
-14 -9 23 16 -13 3 10 5
-16 -7 25 17 -12 4 11 5
-14 -4 25 18 -12 3 10 4
-9 -3 25 16 -13 3 10 4
-10 -3 28 18 -10 6 14 6
-15 -7 25 14 -14 3 10 5
-11 -7 20 10 -17 0 5 4
2 -8 20 12 -17 -1 6 1
9 -7 19 11 -18 -3 5 -2
4 -5 19 11 -18 -2 5 -3
-2 -7 21 13 -15 -1 7 -1
-2 -7 21 13 -15 -1 7 -1
-4 -4 23 15 -14 0 7 -2
-7 -5 24 13 -12 -3 4 -3
-9 -5 28 17 -9 -3 4 -4
-7 -3 35 26 -3 2 5 -4
-6 -2 41 34 2 5 6 -2
-6 1 46 42 12 9 8 -2
-6 9 48 51 25 18 14 3
-3 12 46 57 37 31 25 11
4 13 42 64 45 43 35 17
13 20 35 70 55 56 46 24
20 26 33 82 72 75 60 34
20 27 36 92 88 94 74 42
27 35 43 108 111 117 92 56
43 52 50 136 144 149 116 72
57 64 52 161 173 181 142 88
73 75 48 177 199 209 166 105
93 89 41 188 222 236 191 120
111 96 24 181 231 255 208 135
132 110 -9 162 227 263 222 144
150 119 -43 149 216 260 224 144
166 126 -81 123 193 240 216 139
185 129 -118 95 167 219 206 133
190 111 -137 70 135 180 176 111
175 83 -142 26 80 120 125 70
147 61 -145 -41 16 63 83 39
116 52 -154 -113 -43 20 59 28
93 53 -155 -167 -88 -12 42 25
76 46 -164 -225 -151 -59 19 12
60 33 -167 -276 -213 -107 -7 -2
39 30 -160 -296 -239 -128 -21 -7
13 28 -148 -286 -238 -132 -28 -10
-1 23 -136 -270 -229 -136 -38 -16
-7 25 -123 -250 -215 -132 -42 -21
-15 21 -112 -230 -195 -123 -42 -21
-20 9 -115 -212 -182 -117 -44 -25
-20 3 -117 -195 -168 -110 -43 -27
-29 0 -113 -177 -152 -100 -40 -25
-30 -4 -107 -164 -142 -92 -38 -28
-29 -5 -91 -143 -123 -80 -32 -26
-32 -10 -72 -119 -102 -68 -27 -23
-32 -10 -55 -97 -84 -56 -20 -18
-30 -8 -47 -85 -71 -49 -17 -18
-17 -10 -43 -76 -64 -45 -16 -20
-6 -10 -43 -69 -58 -44 -15 -22
8 -4 -35 -63 -50 -37 -13 -20
9 -4 -26 -54 -40 -31 -9 -18
1 -2 -14 -39 -28 -23 -5 -16
-5 -3 -5 -28 -20 -19 -1 -12
-5 -1 1 -23 -15 -16 0 -13
-5 -2 5 -22 -12 -15 0 -13
-4 4 9 -21 -11 -15 -2 -15
-6 -1 7 -19 -7 -15 -1 -14
-4 -1 7 -16 -5 -13 -2 -12
-2 2 8 -15 -2 -11 1 -11
0 0 7 -15 -3 -12 1 -9
2 1 7 -16 -3 -12 0 -8
0 1 8 -13 -2 -12 0 -13
-2 -1 9 -11 -1 -12 -1 -12
-1 -2 12 -9 -1 -13 -1 -14
-5 -1 14 -9 1 -11 0 -14
-7 1 17 -10 3 -9 2 -12
-5 1 17 -7 4 -7 5 -11
-6 -1 16 -2 8 -5 5 -10
-6 -2 14 -4 8 -5 6 -10
1 0 12 -8 7 -6 4 -11
2 -1 10 -10 5 -7 4 -10
-5 -1 12 -8 10 -5 6 -9
-7 -2 10 -11 8 -6 5 -9
-7 -2 9 -18 6 -7 3 -11
-4 0 8 -18 8 -5 6 -9
-7 -1 4 -18 8 -8 4 -11
-7 -5 1 -18 9 -9 4 -12
-3 -4 1 -19 11 -8 4 -10
-1 -3 -2 -25 10 -9 5 -9
2 -2 -3 -29 8 -11 5 -11
1 -4 -5 -30 7 -12 5 -9
-2 -2 -6 -29 9 -12 4 -10
-2 0 -7 -33 8 -14 5 -10
-1 -2 -8 -37 6 -18 1 -11
-2 -2 -9 -38 7 -19 1 -11
-3 1 -11 -36 9 -20 0 -14
-3 -1 -14 -38 8 -23 -3 -16
-5 0 -12 -34 10 -22 -2 -13
-11 0 -11 -29 14 -20 2 -12
-5 0 -14 -34 10 -23 -2 -16
4 -1 -14 -39 9 -25 -2 -15
5 -1 -15 -43 7 -28 -4 -17
4 -2 -17 -43 7 -30 -3 -18
3 0 -15 -37 8 -29 -3 -19
5 2 -14 -36 9 -29 -3 -21
5 6 -15 -37 11 -31 -4 -21
3 -1 -18 -37 14 -32 -4 -24
-3 -3 -17 -35 12 -32 -4 -22
-4 -2 -14 -30 15 -29 0 -18
-7 -2 -14 -30 15 -30 -3 -20
-3 1 -13 -28 16 -31 -2 -20
-7 4 -11 -26 15 -32 -2 -18
-4 5 -12 -29 12 -36 -4 -21
3 4 -11 -29 13 -37 -6 -22
7 2 -13 -31 11 -40 -6 -25
2 2 -14 -34 10 -40 -8 -25
3 2 -15 -33 12 -39 -6 -26
3 1 -17 -32 11 -40 -8 -26
3 2 -16 -31 14 -38 -6 -24
6 3 -16 -32 14 -38 -5 -24
5 1 -19 -33 13 -38 -4 -25
2 3 -17 -28 17 -37 -4 -22
0 5 -16 -29 17 -37 -4 -22
1 8 -15 -29 16 -38 -7 -23
1 9 -14 -26 19 -36 -4 -23
-1 5 -11 -25 22 -33 -3 -19
-2 1 -15 -25 22 -32 -1 -22
-1 -2 -16 -26 24 -32 -1 -22
1 2 -18 -25 25 -33 -2 -22
8 7 -18 -22 24 -34 -3 -23
9 2 -19 -20 22 -34 -2 -23
9 3 -17 -23 23 -32 -2 -22
9 5 -16 -27 24 -31 0 -22
5 3 -14 -28 25 -31 0 -20
6 6 -15 -24 27 -30 1 -21
6 4 -15 -20 30 -29 0 -20
3 5 -16 -16 33 -27 2 -19
-2 4 -12 -10 38 -22 6 -13
-4 4 -12 -8 41 -20 10 -8
-5 2 -13 -9 39 -21 8 -6
-3 6 -17 -11 40 -22 7 -13
-1 11 -18 -11 38 -23 5 -14
-4 13 -17 -11 40 -23 6 -12
-6 9 -12 -5 45 -19 8 -8
-6 6 -13 -3 45 -20 9 -10
4 8 -14 -4 45 -22 7 -11
15 7 -19 -8 42 -25 4 -15
13 5 -19 -9 43 -25 5 -14
9 5 -20 -8 44 -23 8 -12
10 4 -21 -4 45 -24 7 -14
12 1 -22 1 50 -23 8 -11
9 2 -22 1 53 -23 9 -12
6 2 -23 1 51 -22 9 -11
7 2 -20 2 53 -21 9 -10
3 1 -20 -1 54 -20 12 -9
2 2 -22 -1 58 -16 14 -7
5 3 -27 2 59 -16 15 -8
9 4 -29 6 61 -13 17 -6
12 7 -31 11 62 -10 18 -4
11 7 -29 13 65 -8 20 -3
6 8 -29 14 69 -5 23 1
1 10 -25 15 72 -3 23 3
-3 12 -26 14 70 -5 24 2
0 15 -26 18 73 -2 25 3
0 11 -23 23 77 2 28 6
3 12 -24 23 77 1 28 6
8 15 -26 23 77 1 28 4
12 15 -27 24 81 1 26 4
17 15 -28 23 79 1 27 4
23 16 -28 24 79 1 27 7
23 16 -30 29 81 2 28 7
21 16 -29 32 85 3 30 7
22 17 -28 32 83 2 30 6
18 16 -27 30 86 1 29 4
17 21 -26 26 88 3 30 6
15 17 -27 28 86 3 31 6
13 17 -30 31 85 3 31 4
12 17 -28 33 86 6 33 8
11 15 -26 33 87 7 34 10
20 18 -27 33 88 7 34 10
24 18 -32 27 83 2 31 9
23 18 -31 28 80 0 29 12
22 19 -30 28 80 0 30 8
17 16 -30 27 79 -3 28 6
13 14 -30 23 76 -3 25 5
15 18 -30 21 75 -4 24 6
15 14 -31 19 75 -5 25 4
17 13 -31 19 75 -4 24 4
18 14 -31 17 72 -8 22 1
14 13 -34 15 68 -12 19 -1
15 14 -37 13 65 -13 19 -3
12 9 -36 9 63 -13 18 -2
12 9 -36 2 59 -17 16 -3
11 12 -36 -1 57 -18 16 -4
6 9 -37 -3 58 -18 15 -3
5 7 -36 -6 54 -19 15 -4
6 5 -41 -12 49 -23 12 -8
6 3 -41 -17 49 -24 11 -7
4 2 -41 -19 43 -27 11 -8
-2 -1 -41 -21 40 -27 10 -7
-5 -1 -42 -27 36 -29 8 -9
-7 0 -40 -31 34 -33 6 -9
-8 -2 -43 -38 29 -40 0 -12
-5 -4 -42 -42 26 -44 -1 -15
-8 -7 -43 -45 23 -46 -2 -15
-12 -11 -43 -48 19 -49 -5 -18
-15 -12 -42 -50 18 -49 -5 -20
-21 -15 -40 -52 19 -49 -5 -18
-31 -16 -38 -54 18 -49 -4 -17
-36 -20 -39 -59 17 -49 -4 -17
-35 -21 -42 -62 13 -53 -7 -21
-34 -22 -43 -64 11 -55 -9 -23
-36 -24 -44 -71 7 -60 -12 -25
-29 -23 -48 -79 -1 -64 -14 -28
-23 -21 -49 -81 -2 -66 -16 -28
-23 -23 -49 -82 -4 -68 -17 -30
-28 -29 -49 -82 -5 -69 -19 -31
-27 -30 -49 -83 -7 -71 -22 -35
-29 -30 -49 -88 -10 -74 -23 -36
-38 -29 -48 -90 -8 -72 -22 -35
-48 -30 -48 -92 -8 -73 -21 -35
-50 -31 -47 -90 -11 -72 -20 -34
-49 -30 -47 -87 -11 -73 -21 -34
-47 -34 -49 -88 -14 -77 -24 -37
-46 -36 -49 -91 -17 -80 -26 -37
-43 -35 -52 -93 -19 -82 -30 -42
-39 -36 -53 -97 -21 -83 -30 -41
-41 -37 -50 -96 -21 -81 -29 -40
-41 -36 -49 -93 -20 -81 -30 -39
-40 -36 -50 -95 -20 -81 -31 -42
-45 -40 -50 -98 -21 -81 -30 -43
-49 -39 -48 -96 -21 -81 -31 -42
-49 -40 -49 -95 -22 -83 -32 -43
-52 -41 -44 -91 -19 -83 -30 -41
-59 -40 -43 -91 -19 -83 -29 -41
-60 -39 -44 -91 -19 -83 -30 -41
-49 -39 -48 -95 -23 -86 -34 -43
-43 -40 -51 -100 -25 -88 -37 -46
-43 -41 -47 -97 -23 -85 -34 -46
-44 -41 -47 -96 -23 -85 -33 -46
-49 -40 -45 -95 -21 -84 -30 -43
-54 -41 -42 -93 -20 -82 -28 -40
-58 -41 -41 -97 -23 -84 -29 -42
-56 -39 -41 -97 -24 -83 -31 -43
-54 -42 -43 -98 -25 -86 -33 -45
-46 -42 -44 -96 -25 -88 -36 -47
-44 -42 -43 -91 -24 -87 -33 -45
-46 -46 -43 -91 -24 -86 -35 -46
-44 -39 -38 -87 -22 -83 -32 -43
-43 -37 -38 -88 -23 -81 -30 -42
-45 -39 -38 -89 -23 -81 -30 -43
-48 -40 -36 -87 -21 -78 -28 -41
-49 -40 -36 -89 -24 -80 -28 -41
-50 -41 -33 -89 -23 -78 -29 -40
-52 -40 -34 -85 -23 -78 -29 -40
-53 -40 -34 -84 -22 -79 -29 -40
-53 -43 -35 -87 -19 -78 -31 -41
-50 -40 -35 -89 -20 -77 -30 -38
-51 -42 -37 -88 -21 -78 -31 -36
-49 -39 -36 -86 -20 -76 -29 -37
-51 -39 -35 -84 -19 -75 -27 -36
-49 -39 -36 -80 -20 -75 -27 -36
-43 -35 -34 -78 -20 -74 -27 -35
-41 -33 -33 -76 -18 -72 -26 -33
-44 -33 -33 -80 -18 -73 -27 -32
-51 -37 -33 -83 -16 -72 -26 -32
-50 -33 -35 -85 -16 -71 -25 -34
-51 -31 -35 -85 -18 -68 -22 -32
-50 -33 -35 -85 -17 -67 -21 -32
-50 -35 -35 -84 -15 -66 -21 -31
-52 -35 -35 -79 -13 -64 -20 -29
-51 -32 -36 -78 -15 -64 -21 -31
-42 -30 -36 -80 -18 -68 -25 -33
-41 -32 -34 -77 -15 -66 -23 -34
-41 -31 -33 -79 -15 -67 -23 -33
-37 -30 -32 -81 -14 -65 -23 -32
-35 -32 -32 -80 -15 -67 -24 -34
-33 -29 -31 -78 -13 -64 -23 -34
-36 -29 -30 -78 -11 -62 -23 -33
-40 -31 -29 -79 -11 -60 -22 -32
-41 -29 -29 -77 -10 -59 -21 -30
-42 -29 -28 -73 -9 -56 -19 -31
-40 -23 -26 -73 -8 -55 -17 -29
-39 -21 -26 -74 -9 -54 -17 -30
-38 -22 -26 -73 -10 -55 -17 -29
-33 -21 -27 -70 -7 -54 -18 -29
-31 -22 -28 -71 -8 -56 -19 -31
-26 -22 -29 -72 -9 -57 -18 -32
-22 -21 -29 -75 -14 -56 -19 -32
-26 -24 -28 -78 -13 -56 -19 -31
-30 -25 -29 -74 -13 -56 -19 -30
-30 -22 -26 -69 -9 -53 -17 -26
-29 -23 -26 -70 -11 -54 -18 -23
-33 -21 -24 -69 -10 -53 -17 -26
-39 -18 -22 -64 -8 -52 -15 -24
-37 -21 -22 -66 -8 -50 -16 -25
-32 -19 -21 -69 -6 -48 -15 -24
-33 -19 -19 -71 -6 -46 -13 -24
-36 -20 -21 -68 -5 -46 -14 -24
-37 -18 -21 -62 -3 -45 -14 -23
-36 -18 -24 -64 -5 -47 -15 -25
-23 -15 -25 -67 -7 -47 -16 -25
-20 -15 -27 -71 -11 -50 -18 -27
-24 -17 -25 -72 -12 -48 -16 -26
-25 -17 -25 -75 -13 -49 -17 -24
-24 -18 -25 -75 -10 -46 -16 -20
-25 -16 -24 -71 -8 -45 -13 -21
-29 -15 -21 -66 -3 -40 -11 -17
-31 -16 -20 -65 -5 -40 -10 -17
-31 -15 -20 -67 -4 -39 -10 -16
-28 -12 -19 -64 -2 -39 -9 -17
-27 -14 -19 -62 -4 -41 -11 -18
-27 -14 -21 -65 -7 -44 -14 -20
-27 -18 -21 -68 -7 -44 -14 -21
-28 -18 -21 -70 -8 -45 -16 -21
-21 -13 -23 -71 -10 -46 -18 -23
-17 -14 -25 -73 -12 -49 -21 -24
-16 -16 -25 -68 -10 -45 -18 -21
-17 -16 -25 -64 -5 -43 -16 -18
-17 -15 -24 -62 -5 -43 -15 -18
-12 -11 -25 -63 -7 -44 -18 -21
-15 -13 -23 -63 -8 -42 -16 -19
-21 -12 -22 -67 -10 -44 -17 -20
-22 -13 -21 -68 -7 -44 -17 -21
-23 -14 -20 -68 -8 -43 -17 -19
-21 -14 -24 -66 -7 -42 -18 -20
-23 -16 -24 -64 -6 -40 -17 -20
-23 -15 -24 -62 -6 -39 -16 -19
-23 -15 -25 -61 -2 -39 -16 -18
-21 -13 -26 -61 -2 -39 -15 -18
-20 -11 -24 -61 -4 -37 -14 -17
-18 -12 -24 -61 -5 -37 -13 -16
-19 -15 -25 -63 -10 -40 -15 -17
-23 -14 -23 -60 -6 -38 -14 -18
-26 -14 -22 -59 -5 -37 -13 -16
-25 -16 -23 -60 -6 -38 -12 -16
-26 -17 -20 -59 -5 -38 -12 -15
-22 -15 -20 -57 -6 -38 -11 -15
-22 -17 -20 -58 -4 -37 -11 -14
-22 -17 -22 -59 -7 -39 -12 -16
-17 -13 -25 -63 -11 -41 -16 -16
-16 -11 -24 -62 -10 -39 -14 -16
-18 -12 -25 -59 -8 -37 -12 -14
-21 -11 -24 -59 -8 -36 -12 -13
-22 -10 -22 -61 -9 -36 -12 -13
-24 -11 -22 -59 -7 -36 -11 -13
-23 -11 -21 -61 -7 -36 -13 -13
-20 -10 -21 -59 -8 -36 -13 -14
-20 -10 -24 -60 -8 -38 -16 -16
