I II V1 V2 V3 V4 V5 V6
-8 -14 12 4 4 -11 -2 -6
-9 -13 12 4 4 -10 -2 -7
-9 -13 12 4 4 -10 -2 -7
-9 -13 12 4 4 -10 -2 -7
-9 -13 12 4 4 -10 -2 -7
-9 -13 12 4 4 -10 -2 -7
-8 -12 11 4 4 -9 -2 -7
-8 -12 11 4 4 -9 -2 -7
-8 -12 11 4 4 -9 -2 -7
-8 -12 11 4 4 -9 -2 -7
-8 -12 11 4 4 -9 -2 -7
-8 -13 12 5 3 -9 0 -8
-8 -13 12 5 3 -8 0 -8
-9 -13 12 5 3 -7 1 -7
-9 -13 12 5 3 -7 1 -7
-9 -13 12 5 3 -6 1 -7
-10 -14 11 5 3 -5 2 -6
-9 -13 11 5 3 -5 2 -6
-9 -13 11 5 3 -5 2 -5
-8 -12 11 5 3 -5 2 -5
-8 -12 11 5 3 -5 2 -5
-7 -10 12 5 3 -4 3 -4
-7 -8 13 5 4 -4 3 -4
-7 -7 13 5 4 -4 4 -3
-7 -5 14 5 5 -4 4 -3
-7 -3 14 5 5 -4 4 -3
-7 -2 15 5 6 -3 5 -2
-7 0 15 5 6 -2 5 -2
-7 0 16 5 6 0 6 0
-7 1 16 5 6 0 6 0
-7 1 16 5 6 1 6 0
-6 2 17 6 7 2 7 1
-6 3 17 6 7 2 7 2
-6 4 18 6 8 3 7 2
-6 4 18 6 8 3 7 3
-6 5 18 6 8 3 7 3
-6 7 19 6 9 4 8 4
-6 9 18 5 9 4 8 4
-5 11 18 5 9 4 8 5
-5 13 17 4 9 4 8 5
-5 15 17 4 9 4 8 5
-4 16 14 2 8 5 8 6
-3 17 11 -2 6 4 7 6
-2 17 8 -4 5 4 6 6
0 18 5 -6 3 3 5 6
1 18 2 -9 1 3 4 6
2 19 1 -10 0 2 3 5
2 18 0 -11 -2 0 2 4
1 17 0 -12 -3 -2 1 4
1 17 -2 -12 -3 -3 0 3
1 16 -2 -13 -4 -4 -2 3
0 15 -3 -14 -5 -5 -3 2
0 15 -4 -14 -6 -5 -3 2
0 15 -4 -15 -6 -5 -2 2
0 15 -5 -15 -7 -5 -2 2
0 15 -5 -15 -7 -5 -2 2
1 14 -6 -15 -8 -5 0 2
1 11 -5 -14 -7 -4 0 3
2 8 -4 -12 -6 -3 1 3
2 5 -3 -11 -6 -3 1 4
2 2 -2 -9 -5 -2 1 4
3 1 0 -8 -4 0 2 5
2 0 0 -8 -4 0 1 3
1 -2 0 -8 -5 -2 0 2
1 -3 0 -8 -6 -3 -2 0
0 -4 0 -8 -6 -3 -3 -2
-2 -6 0 -9 -8 -5 -5 -3
-3 -8 0 -11 -10 -7 -7 -5
-4 -10 -2 -12 -12 -9 -9 -6
-5 -13 -2 -14 -14 -12 -12 -8
-6 -15 -2 -15 -16 -14 -14 -9
-7 -16 -3 -16 -17 -15 -15 -10
-7 -16 -3 -16 -17 -15 -15 -10
-8 -17 -4 -16 -17 -15 -15 -11
-9 -17 -4 -16 -17 -15 -15 -11
-9 -17 -4 -16 -17 -15 -15 -11
-10 -18 -5 -16 -17 -16 -16 -12
-10 -18 -5 -16 -17 -16 -16 -12
-9 -19 -5 -16 -18 -17 -17 -12
-9 -19 -5 -16 -18 -17 -18 -12
-9 -19 -5 -16 -18 -17 -18 -12
-8 -20 -5 -16 -19 -18 -19 -13
-8 -20 -5 -16 -19 -18 -19 -13
-8 -20 -5 -16 -19 -18 -19 -14
-8 -20 -5 -16 -19 -18 -19 -14
-8 -20 -5 -16 -19 -18 -19 -14
-8 -21 -5 -16 -20 -18 -19 -15
-8 -21 -4 -16 -20 -18 -19 -15
-9 -22 -3 -16 -20 -18 -19 -15
-10 -23 -3 -16 -20 -18 -19 -15
-10 -23 -2 -16 -20 -18 -19 -15
-11 -24 0 -16 -20 -19 -19 -15
-11 -24 0 -16 -20 -19 -19 -15
-10 -24 0 -15 -20 -19 -19 -15
-9 -24 0 -15 -20 -19 -19 -15
-9 -24 0 -15 -20 -19 -19 -15
-8 -24 -2 -13 -20 -19 -20 -16
-8 -24 -2 -11 -19 -19 -20 -16
-7 -25 0 -9 -17 -19 -20 -16
-6 -26 0 -6 -16 -19 -20 -16
-6 -26 0 -4 -15 -19 -20 -16
-4 -25 5 7 -6 -12 -16 -14
0 -22 12 21 8 -2 -8 -10
3 -19 18 35 21 9 1 -6
6 -16 25 51 34 19 9 -2
9 -13 32 65 48 29 17 3
18 -2 35 75 68 53 37 17
31 15 34 82 95 84 67 36
44 31 33 90 120 114 96 57
56 48 32 98 146 146 126 77
69 64 31 105 172 177 154 97
79 85 17 89 181 198 179 119
88 109 -4 56 178 213 201 143
97 133 -25 24 175 228 224 165
105 156 -47 -8 172 242 246 189
113 181 -68 -40 169 258 268 213
104 181 -83 -77 134 237 255 210
82 165 -97 -117 81 193 218 190
60 151 -110 -157 29 150 182 170
38 136 -122 -197 -24 106 145 150
17 120 -136 -237 -76 63 108 130
-2 102 -139 -254 -112 23 70 104
-17 80 -134 -256 -137 -13 32 74
-33 60 -129 -259 -161 -50 -6 46
-49 39 -123 -261 -187 -87 -44 16
-65 18 -118 -264 -212 -123 -81 -14
-68 8 -112 -251 -212 -134 -96 -26
-63 3 -104 -227 -195 -126 -93 -29
-58 -3 -97 -202 -178 -118 -90 -31
-53 -7 -89 -179 -161 -110 -87 -34
-48 -12 -80 -155 -144 -102 -83 -36
-43 -14 -71 -133 -127 -93 -77 -37
-37 -15 -60 -112 -110 -80 -69 -34
-32 -16 -49 -92 -93 -69 -61 -31
-27 -17 -37 -71 -76 -58 -53 -28
-22 -18 -26 -51 -59 -47 -45 -26
-18 -19 -20 -39 -50 -39 -39 -24
-17 -19 -16 -34 -45 -36 -37 -23
-15 -19 -13 -28 -39 -33 -34 -21
-13 -19 -10 -22 -34 -29 -32 -20
-11 -19 -7 -17 -29 -26 -29 -19
-10 -19 -5 -13 -27 -24 -28 -18
-10 -19 -4 -11 -25 -23 -28 -18
-9 -19 -3 -8 -24 -22 -27 -18
-9 -19 -2 -6 -22 -21 -27 -18
-9 -19 0 -3 -21 -20 -27 -18
-8 -20 1 -2 -20 -19 -26 -19
-8 -20 1 0 -20 -19 -25 -19
-7 -20 2 1 -19 -18 -24 -19
-7 -20 2 1 -18 -17 -24 -19
-7 -20 2 2 -18 -17 -23 -19
-6 -19 3 3 -17 -16 -22 -18
-6 -19 3 5 -17 -16 -22 -18
-6 -19 4 6 -16 -17 -22 -18
-6 -19 4 8 -16 -17 -22 -18
-6 -19 4 9 -16 -17 -22 -18
-5 -19 5 10 -15 -18 -23 -17
-5 -19 5 10 -15 -17 -22 -17
-5 -19 5 10 -14 -16 -21 -17
-5 -19 5 10 -13 -15 -20 -17
-5 -19 5 10 -13 -14 -19 -17
-4 -18 5 11 -12 -13 -18 -17
-4 -18 5 12 -11 -13 -18 -17
-4 -18 5 14 -10 -13 -18 -17
-4 -18 5 15 -10 -13 -18 -17
-4 -18 5 16 -9 -13 -18 -17
-3 -17 5 17 -8 -12 -17 -16
-2 -17 5 17 -8 -12 -17 -16
0 -16 5 17 -8 -11 -17 -16
0 -15 5 17 -8 -10 -17 -16
1 -15 5 17 -8 -10 -17 -16
2 -14 6 17 -8 -9 -17 -15
2 -14 6 17 -8 -9 -17 -15
2 -13 6 18 -7 -9 -17 -15
2 -13 6 19 -7 -9 -17 -15
2 -13 6 19 -7 -9 -17 -15
2 -12 7 20 -6 -8 -17 -16
2 -12 7 21 -5 -7 -16 -16
3 -11 7 23 -3 -5 -15 -16
4 -11 7 24 -2 -4 -14 -16
4 -11 7 25 0 -3 -13 -16
5 -10 8 26 1 -2 -12 -16
5 -10 8 28 1 -2 -12 -16
5 -9 8 29 2 -2 -12 -15
5 -9 8 30 2 -2 -12 -15
5 -9 8 32 2 -2 -12 -15
5 -8 8 33 3 -2 -12 -14
5 -8 8 34 5 -2 -12 -14
6 -8 9 36 6 -2 -12 -13
6 -8 10 37 7 -2 -12 -13
6 -8 10 38 9 -2 -12 -13
7 -9 11 40 10 0 -11 -12
7 -9 11 43 12 0 -11 -12
7 -9 11 46 13 0 -11 -12
7 -9 11 48 14 0 -11 -12
7 -9 11 50 16 0 -11 -12
8 -8 12 52 17 0 -10 -12
8 -8 12 54 18 0 -9 -12
8 -7 13 55 19 1 -8 -11
8 -7 13 56 20 2 -8 -11
8 -7 13 58 21 2 -7 -11
9 -6 14 59 22 3 -6 -10
9 -6 14 61 22 3 -6 -10
9 -6 15 62 22 4 -6 -9
9 -6 15 63 22 5 -6 -9
9 -6 15 65 22 5 -6 -9
10 -5 16 66 23 6 -7 -8
10 -4 16 66 23 6 -6 -8
10 -3 16 66 23 6 -5 -7
10 -3 16 66 23 6 -5 -6
10 -2 16 66 23 6 -4 -6
10 0 17 66 24 7 -3 -5
10 0 17 66 24 7 -3 -5
10 0 17 66 23 6 -4 -5
10 0 17 66 23 5 -4 -5
10 0 17 66 23 5 -4 -5
10 1 17 66 22 4 -5 -6
10 1 17 64 22 4 -5 -6
9 1 17 63 21 4 -5 -5
8 1 17 62 20 4 -5 -5
8 1 17 60 20 4 -5 -5
7 0 17 59 19 3 -4 -4
7 0 17 58 18 3 -4 -3
6 0 17 57 17 2 -4 -2
6 0 17 56 16 2 -4 -2
6 0 17 55 15 2 -4 0
5 0 17 53 14 1 -3 1
5 0 17 51 14 1 -3 1
6 1 16 49 14 1 -3 2
6 1 15 47 14 1 -3 2
6 1 15 45 14 1 -3 2
7 2 14 44 13 2 -3 3
6 2 14 42 13 2 -3 3
5 2 13 39 12 2 -3 2
5 2 13 37 11 2 -3 2
4 2 13 35 11 2 -3 2
3 2 12 33 10 3 -3 1
3 2 12 31 10 3 -3 1
3 2 11 29 9 3 -3 1
3 2 11 27 8 3 -3 1
3 2 11 25 8 3 -3 1
2 2 10 23 7 4 -3 0
1 1 10 21 7 4 -3 0
0 0 9 19 6 3 -3 0
0 0 8 18 5 3 -3 0
-2 -2 8 16 5 3 -3 0
-3 -3 7 15 4 2 -3 -2
-3 -4 7 13 3 1 -3 -2
-3 -6 7 11 1 0 -4 -3
-3 -7 7 9 0 -2 -5 -3
-3 -8 7 7 -2 -3 -5 -3
-4 -9 6 6 -3 -4 -6 -4
-4 -9 6 6 -4 -4 -6 -4
-5 -9 6 5 -5 -5 -7 -5
-5 -9 6 4 -5 -5 -7 -5
-5 -9 6 4 -6 -5 -7 -5
-6 -10 6 3 -7 -6 -8 -6
-7 -11 6 2 -8 -6 -8 -6
-8 -12 6 1 -9 -7 -9 -7
-8 -12 6 0 -9 -7 -9 -7
-9 -13 6 -2 -10 -7 -9 -7
-10 -14 6 -3 -11 -8 -10 -8
-10 -14 6 -3 -11 -8 -10 -8
-10 -14 6 -3 -11 -9 -10 -8
-10 -14 6 -3 -11 -9 -10 -8
-10 -14 6 -3 -11 -9 -10 -8
-9 -13 5 -3 -10 -10 -11 -8
-9 -13 5 -3 -10 -10 -11 -8
-9 -13 5 -3 -10 -9 -11 -8
-9 -13 5 -3 -10 -8 -11 -8
-9 -13 5 -3 -10 -8 -11 -8
-8 -12 6 -2 -9 -7 -10 -8
-8 -12 6 -2 -9 -7 -10 -8
-8 -13 6 -2 -9 -7 -10 -8
-8 -14 6 -2 -9 -7 -11 -9
-8 -14 6 -2 -9 -7 -11 -9
-9 -15 7 0 -9 -8 -12 -10
-9 -15 7 0 -9 -8 -12 -10
-9 -15 7 0 -8 -8 -11 -9
-9 -15 7 0 -7 -7 -10 -8
-9 -15 7 0 -7 -7 -10 -8
-10 -15 7 0 -6 -6 -9 -7
-10 -15 7 0 -6 -6 -9 -7
-10 -15 7 1 -6 -6 -9 -7
-9 -14 8 2 -6 -6 -9 -7
-9 -14 8 2 -6 -6 -9 -7
-8 -13 9 3 -6 -6 -9 -7
-8 -13 9 3 -6 -6 -9 -7
-8 -13 9 3 -6 -6 -9 -7
-8 -13 9 2 -6 -5 -9 -7
-8 -13 9 2 -6 -5 -9 -7
-9 -14 8 1 -6 -4 -9 -7
-9 -14 8 1 -6 -4 -9 -7
-9 -14 8 1 -6 -4 -9 -7
-9 -14 8 2 -6 -4 -8 -7
-9 -14 8 2 -6 -4 -8 -7
-10 -14 8 3 -6 -4 -7 -7
-10 -13 8 3 -6 -4 -7 -7
-10 -12 8 3 -6 -4 -6 -7
-10 -11 8 2 -6 -4 -5 -7
-10 -10 8 2 -6 -4 -5 -7
-9 -9 8 1 -6 -4 -4 -7
-9 -8 10 1 -6 -4 -4 -6
-8 -7 11 2 -5 -3 -4 -6
-7 -5 12 3 -4 -2 -3 -5
-7 -4 14 3 -4 -2 -3 -4
-6 -3 15 4 -3 0 -2 -3
-6 -3 15 4 -3 0 0 -3
-6 -2 16 4 -2 1 1 -3
-6 0 17 4 0 2 2 -3
-6 0 17 4 0 2 3 -3
-7 1 18 5 1 3 4 -2
-7 1 18 5 1 3 4 -2
-7 2 18 5 1 3 4 0
-7 3 18 5 1 3 4 1
-7 3 18 5 1 3 4 1
-7 4 18 4 1 4 3 2
-6 6 16 2 1 4 3 2
-5 8 14 1 1 5 3 2
-3 10 12 0 1 6 4 3
-2 12 10 -3 1 6 4 3
0 14 8 -4 1 7 5 4
0 14 6 -6 -2 6 5 4
0 14 5 -7 -3 5 4 4
0 13 4 -9 -4 3 3 4
0 13 2 -11 -6 2 3 4
1 12 1 -12 -7 1 2 4
1 12 0 -13 -8 0 2 4
