I II V1 V2 V3 V4 V5 V6
-8 -7 24 11 4 -15 -14 -7
-6 -5 25 13 6 -15 -13 -5
1 3 26 14 7 -15 -11 -5
3 3 25 14 7 -14 -11 -3
0 -2 23 11 5 -16 -14 -5
-2 -3 23 12 6 -15 -12 -5
2 1 25 15 8 -11 -10 -3
3 3 26 16 9 -9 -9 -2
0 1 25 16 9 -9 -10 -4
-4 -3 25 18 10 -9 -10 -4
-6 -3 25 19 10 -8 -10 -3
-7 -5 26 19 9 -10 -11 -4
-3 -4 26 18 9 -13 -13 -4
2 2 26 19 10 -12 -12 -4
0 1 27 22 12 -8 -10 -2
-4 -3 27 22 13 -6 -9 -2
-2 0 28 24 15 -3 -6 0
1 3 29 26 16 -2 -5 1
0 4 29 27 17 -3 -5 0
1 5 28 27 16 -3 -6 -2
4 5 29 28 17 0 -6 1
3 4 28 28 17 0 -6 2
-2 1 28 29 17 0 -5 3
1 1 28 29 18 0 -5 3
4 4 29 32 21 2 -3 3
2 4 31 33 24 4 0 4
2 5 30 32 24 4 -2 3
9 8 28 32 23 5 -3 2
10 7 28 34 24 5 -3 2
5 4 28 36 24 5 -2 2
5 4 29 36 25 6 0 3
6 5 28 36 25 5 -2 2
4 2 27 36 24 5 -3 1
5 3 26 36 26 6 -3 0
11 10 29 40 31 10 2 4
13 15 31 45 35 14 6 8
9 12 31 46 36 16 8 9
7 9 29 44 35 15 6 7
14 14 30 47 36 17 8 9
22 22 33 51 39 20 11 11
21 20 32 51 40 22 11 12
16 13 28 48 39 20 9 9
14 12 26 48 39 20 9 9
14 13 28 50 43 24 12 11
12 13 27 50 42 24 12 11
14 12 27 49 40 23 12 12
18 14 27 50 40 24 15 15
23 17 28 52 43 28 18 18
27 22 27 53 45 31 20 20
28 25 27 53 45 32 21 20
26 24 25 52 44 31 20 18
22 21 24 51 43 31 19 17
18 19 23 50 43 32 20 17
16 17 23 50 43 33 21 18
20 19 22 49 43 33 21 20
25 23 24 50 43 36 23 23
25 27 25 50 44 38 25 26
22 26 25 51 44 40 27 28
19 22 22 49 43 38 25 27
16 20 22 48 42 37 24 26
18 21 22 47 39 36 24 26
22 22 22 46 38 34 22 25
26 23 20 45 38 33 21 24
29 24 21 44 37 33 21 24
28 26 22 44 37 34 22 26
22 25 22 43 36 33 21 26
13 21 21 40 33 32 20 24
9 18 21 39 31 31 18 23
17 21 20 37 29 29 16 22
25 26 22 38 30 30 17 22
25 27 22 38 30 29 17 21
21 23 21 36 28 27 16 19
18 20 21 35 27 25 16 18
18 20 22 35 27 24 16 18
17 19 22 34 26 22 14 16
13 15 19 30 22 18 10 13
9 13 20 28 21 18 10 13
14 19 24 31 24 21 13 17
22 26 26 33 24 20 13 18
20 25 27 32 23 19 12 17
16 23 28 33 23 20 12 16
18 24 29 33 23 20 12 17
19 21 27 30 20 17 10 14
14 14 25 26 17 13 7 9
9 10 22 24 16 10 5 6
8 10 23 24 17 11 6 6
7 10 24 24 17 12 6 6
6 8 25 25 18 13 6 7
5 7 26 26 18 13 6 7
5 8 25 24 16 10 3 5
5 8 25 23 14 8 2 3
5 8 25 22 13 7 0 3
7 8 25 21 13 6 -3 2
6 7 24 20 12 5 -4 1
3 7 25 20 13 5 -5 1
0 7 25 20 14 6 -4 1
-2 7 25 19 14 7 -3 0
0 3 23 18 12 6 -5 -2
3 -2 21 17 10 5 -7 -4
6 2 22 18 10 5 -7 -5
5 4 26 20 12 7 -4 -2
1 3 27 20 12 7 -4 1
0 4 26 18 13 6 -4 0
0 6 27 18 13 6 -5 -3
-6 3 26 16 11 4 -7 -6
-8 0 24 14 9 2 -9 -8
-2 2 23 13 8 1 -10 -8
4 2 23 13 8 0 -9 -6
2 -2 21 12 7 -2 -10 -6
2 -2 22 13 7 -2 -9 -6
4 1 24 16 9 1 -7 -5
4 0 25 17 10 2 -7 -5
5 -2 26 17 10 3 -8 -5
7 1 26 16 11 3 -8 -5
3 -3 24 13 8 0 -10 -6
-5 -9 22 11 6 -3 -12 -8
-6 -7 22 10 5 -5 -13 -8
-2 -2 25 13 7 0 -9 -5
3 2 27 16 10 2 -7 -3
5 2 26 16 9 0 -8 -4
2 0 25 15 8 -2 -9 -5
-6 -5 25 16 9 -2 -9 -5
-9 -9 25 15 9 -3 -10 -6
-5 -7 24 14 8 -4 -11 -7
2 -3 25 14 9 -3 -10 -6
1 -4 24 13 8 -4 -11 -6
-4 -6 24 14 8 -5 -11 -6
-2 -3 26 15 9 -4 -10 -5
2 -2 24 14 8 -4 -11 -6
-2 -6 24 14 7 -4 -12 -6
-4 -5 24 15 7 -5 -11 -6
-2 0 25 16 9 -4 -10 -7
-2 -3 24 15 9 -4 -10 -7
-4 -6 23 14 9 -4 -10 -7
-3 -4 25 17 12 0 -7 -4
1 2 27 18 14 1 -6 -3
-2 0 25 17 13 -2 -8 -5
-8 -7 24 16 11 -3 -9 -6
-10 -8 23 15 9 -5 -10 -7
-8 -5 24 15 8 -5 -9 -6
-2 2 25 18 10 -4 -7 -4
4 4 26 20 13 -2 -7 -4
3 0 23 16 10 -4 -10 -7
-4 -7 21 13 8 -7 -12 -9
-7 -8 22 13 9 -6 -11 -7
-6 -4 22 14 10 -5 -9 -6
-4 -4 22 14 9 -5 -9 -6
-4 -3 20 12 7 -8 -11 -8
-3 1 21 14 8 -7 -10 -7
1 4 24 17 10 -3 -6 -4
-2 2 25 19 12 0 -4 -2
-9 -4 24 17 12 -2 -5 -3
-10 -6 21 14 11 -3 -6 -5
-4 -3 20 13 9 -5 -7 -5
5 1 19 11 8 -6 -8 -6
7 1 17 9 6 -8 -10 -8
4 0 16 9 7 -8 -10 -8
5 2 18 11 8 -6 -8 -6
9 6 21 13 10 -3 -5 -2
8 7 21 13 9 -3 -5 0
0 2 20 13 7 -4 -6 -2
-4 0 20 12 7 -5 -6 -3
1 2 19 12 9 -5 -6 -3
3 4 19 12 10 -4 -5 -3
1 4 20 13 12 -3 -4 -4
1 3 18 12 10 -4 -5 -4
1 1 16 10 8 -6 -6 -4
-2 -3 14 7 5 -7 -8 -6
-4 -4 13 7 4 -7 -8 -7
0 1 14 8 5 -7 -8 -6
4 5 17 10 6 -5 -7 -6
4 5 18 11 6 -5 -7 -6
5 5 17 10 5 -6 -6 -5
6 6 18 10 5 -5 -5 -3
4 5 17 10 6 -5 -5 -4
0 1 15 9 6 -6 -7 -5
1 -2 15 8 5 -7 -7 -5
4 0 14 6 2 -9 -9 -6
0 -4 15 6 2 -9 -9 -5
-3 -7 14 4 1 -10 -10 -7
7 2 18 8 4 -6 -6 -4
15 10 19 9 5 -4 -3 -2
6 2 16 6 3 -7 -5 -3
-6 -7 11 2 -2 -12 -9 -7
-5 -5 13 4 1 -10 -8 -6
-4 -2 14 6 3 -7 -6 -5
-8 -6 14 5 2 -9 -6 -5
-6 -6 13 4 0 -10 -7 -7
4 0 14 4 0 -9 -7 -6
8 3 15 5 0 -8 -6 -5
5 2 15 4 0 -10 -7 -5
0 0 16 5 1 -9 -6 -4
-2 -2 17 5 2 -9 -6 -4
0 -3 16 5 2 -8 -6 -4
-2 -4 14 3 1 -10 -7 -6
-4 -6 12 1 -2 -12 -9 -7
-4 -7 11 -3 -4 -12 -10 -8
-5 -6 11 -2 -4 -12 -11 -10
-6 -3 13 2 -3 -10 -8 -9
-4 0 16 4 -2 -9 -6 -6
-4 0 16 3 -3 -10 -7 -5
0 2 15 2 -4 -12 -9 -6
4 5 16 2 -4 -12 -10 -6
4 2 15 1 -4 -13 -10 -7
0 -7 13 -2 -5 -13 -11 -9
-2 -8 12 -2 -4 -12 -10 -9
3 -3 13 0 -4 -11 -8 -6
4 0 13 0 -5 -11 -8 -5
-3 -4 13 0 -5 -11 -8 -5
-5 -5 13 0 -4 -11 -8 -6
2 -4 13 0 -5 -12 -9 -6
4 -5 12 -3 -6 -14 -10 -8
2 -6 11 -4 -7 -15 -11 -9
0 -6 10 -5 -7 -15 -11 -9
0 -5 10 -4 -8 -14 -12 -10
0 -3 9 -4 -8 -14 -12 -8
3 2 11 -2 -6 -12 -9 -5
3 2 11 -2 -5 -11 -8 -4
-3 -4 9 -3 -8 -14 -10 -6
-6 -9 9 -5 -11 -16 -12 -7
-4 -9 8 -6 -13 -17 -13 -9
2 -6 8 -5 -9 -15 -12 -9
5 0 9 -4 -7 -14 -11 -9
2 1 9 -3 -7 -14 -10 -9
-4 -2 8 -5 -8 -16 -11 -11
-4 -2 8 -4 -7 -14 -10 -9
1 3 9 -3 -5 -12 -9 -7
2 4 9 -2 -4 -10 -7 -5
-3 2 10 0 -3 -10 -6 -4
-6 1 10 0 -4 -11 -6 -3
-3 3 10 0 -5 -11 -6 -2
3 5 10 -2 -5 -11 -6 -2
3 4 8 -4 -6 -13 -8 -5
-2 2 7 -5 -6 -13 -8 -6
-3 4 7 -5 -6 -12 -7 -6
-2 6 7 -4 -4 -10 -6 -5
-3 8 8 -2 -2 -8 -4 -3
0 10 7 -2 -3 -9 -5 -3
3 10 6 -3 -4 -10 -5 -4
4 10 6 -2 -3 -10 -4 -4
4 13 6 -2 -3 -9 -4 -3
-2 9 4 -4 -4 -9 -5 -4
-10 1 2 -6 -7 -13 -9 -8
-6 4 3 -6 -7 -13 -10 -9
10 16 3 -5 -4 -11 -7 -7
15 22 1 -6 -3 -9 -5 -4
6 20 0 -7 -3 -8 -3 -2
2 19 -3 -8 -4 -8 -2 1
6 20 -4 -8 -4 -7 0 2
10 22 -3 -7 -3 -6 -2 2
12 24 0 -4 0 -5 0 1
11 25 2 -3 2 -3 2 3
6 22 0 -5 0 -5 2 4
2 16 -4 -6 -2 -6 2 5
6 16 -7 -9 -3 -7 1 5
15 20 -8 -10 -3 -6 1 5
16 20 -8 -11 -4 -7 1 3
13 17 -10 -13 -5 -8 0 2
11 18 -10 -14 -5 -8 -2 1
12 20 -10 -13 -6 -8 0 2
12 20 -9 -12 -6 -7 1 4
14 18 -9 -12 -7 -7 1 4
12 14 -8 -13 -9 -10 0 4
7 8 -6 -12 -8 -10 -2 3
6 6 -4 -10 -6 -9 -3 2
7 7 -4 -11 -7 -10 -4 0
6 4 -4 -13 -9 -12 -6 -4
4 1 -4 -12 -10 -14 -9 -6
2 -2 -3 -12 -10 -15 -11 -8
1 -3 0 -11 -10 -15 -11 -9
1 0 0 -11 -10 -14 -10 -10
2 3 2 -10 -9 -13 -9 -9
-2 0 2 -10 -10 -13 -9 -8
-7 -8 1 -11 -12 -14 -11 -9
-10 -12 -2 -14 -14 -16 -13 -12
-8 -13 -3 -16 -15 -18 -14 -13
-5 -9 0 -13 -13 -16 -12 -11
-4 -8 1 -13 -12 -16 -12 -10
-7 -11 0 -14 -14 -16 -12 -11
-10 -13 -2 -14 -14 -18 -14 -13
-6 -10 0 -13 -14 -16 -13 -12
-2 -8 1 -13 -14 -17 -13 -11
-5 -9 2 -12 -13 -15 -12 -9
-10 -10 1 -13 -13 -15 -12 -10
-15 -13 2 -14 -14 -14 -12 -9
-15 -17 0 -16 -16 -17 -14 -11
-10 -17 -3 -17 -17 -17 -15 -13
-4 -13 0 -15 -15 -15 -14 -12
0 -9 0 -15 -15 -16 -14 -12
0 -8 2 -13 -13 -14 -13 -11
-5 -9 2 -12 -13 -14 -13 -11
-8 -10 0 -14 -14 -14 -14 -12
-2 -8 -2 -13 -15 -14 -14 -13
6 -5 1 -14 -15 -13 -13 -12
5 -9 2 -14 -15 -14 -13 -12
-2 -13 1 -14 -15 -15 -14 -14
-5 -12 4 -10 -13 -16 -15 -15
-5 -10 8 -3 -8 -15 -17 -17
-5 -10 13 7 2 -12 -17 -18
-2 -9 20 18 15 -3 -14 -17
5 -7 25 29 28 12 -8 -15
11 -8 25 36 38 25 2 -12
14 -13 22 42 48 43 11 -8
17 -10 24 53 66 69 28 2
27 3 26 70 93 104 53 16
37 11 20 77 114 139 79 33
48 18 4 65 123 173 109 52
64 33 -17 43 128 212 144 76
85 50 -39 15 126 252 179 99
99 60 -63 -19 114 290 212 119
109 67 -86 -57 97 326 243 137
119 73 -99 -80 87 359 270 151
125 70 -103 -89 87 383 282 155
120 52 -98 -89 89 386 276 147
112 26 -92 -90 82 363 252 128
103 0 -87 -94 67 323 210 97
88 -24 -80 -98 44 268 158 63
66 -38 -73 -105 12 201 108 35
44 -35 -71 -118 -26 130 69 20
22 -22 -77 -140 -72 54 34 9
7 -10 -81 -158 -115 -16 1 -4
-8 1 -79 -169 -143 -69 -27 -13
-19 13 -79 -174 -157 -106 -47 -20
-26 19 -75 -166 -155 -118 -52 -21
-31 17 -69 -152 -143 -114 -50 -22
-32 11 -63 -134 -126 -103 -45 -21
-24 9 -56 -111 -104 -91 -37 -18
-14 8 -46 -89 -83 -80 -32 -16
-12 1 -34 -70 -68 -73 -29 -17
-12 -7 -26 -59 -59 -71 -30 -20
-10 -8 -20 -48 -50 -68 -29 -20
-9 -8 -14 -37 -39 -65 -26 -18
-11 -9 -11 -31 -34 -64 -25 -18
-14 -9 -8 -28 -31 -63 -23 -17
-13 -8 -5 -26 -28 -62 -22 -16
-10 -4 -2 -22 -22 -57 -18 -13
-5 -2 2 -19 -19 -49 -17 -12
-4 -5 4 -16 -19 -46 -16 -13
-9 -10 3 -15 -20 -48 -18 -15
-8 -9 4 -13 -19 -49 -18 -14
-2 -8 6 -12 -18 -51 -20 -15
-2 -10 6 -11 -19 -52 -22 -16
-6 -13 6 -11 -19 -51 -21 -17
-6 -11 8 -9 -17 -49 -19 -14
-5 -11 7 -10 -16 -49 -20 -15
-7 -13 6 -10 -16 -48 -21 -17
-5 -12 9 -9 -14 -46 -19 -15
-5 -9 10 -7 -14 -44 -17 -14
-8 -10 10 -6 -14 -45 -18 -14
-8 -12 9 -7 -16 -47 -20 -16
-6 -13 9 -7 -17 -50 -21 -17
-7 -13 10 -7 -17 -51 -22 -17
-8 -13 10 -6 -17 -51 -22 -17
-9 -13 11 -4 -14 -48 -19 -15
-7 -9 11 -3 -13 -45 -17 -13
-5 -6 13 0 -11 -41 -14 -10
-8 -9 13 1 -12 -41 -14 -10
-12 -15 10 -3 -15 -44 -18 -14
-10 -15 11 -2 -16 -46 -19 -14
-3 -10 12 0 -16 -47 -20 -13
-3 -10 14 3 -15 -46 -19 -12
-6 -11 16 6 -13 -44 -17 -11
-8 -12 15 5 -13 -45 -17 -11
-10 -16 14 4 -14 -46 -17 -12
-11 -16 13 5 -13 -45 -16 -11
-8 -10 16 9 -11 -40 -12 -8
-5 -5 18 11 -9 -37 -10 -6
-9 -6 18 11 -10 -37 -10 -6
-12 -9 15 9 -13 -41 -13 -8
-10 -10 15 11 -12 -41 -13 -9
-6 -9 17 13 -11 -41 -13 -9
-5 -9 16 13 -11 -43 -13 -9
-5 -12 15 12 -12 -44 -15 -11
-7 -14 12 10 -14 -46 -19 -14
-9 -14 11 9 -14 -46 -20 -15
-9 -13 12 10 -13 -43 -18 -13
-9 -9 16 13 -10 -39 -15 -11
-8 -7 18 15 -8 -36 -13 -9
-4 -7 17 16 -9 -36 -13 -10
2 -6 18 17 -8 -36 -13 -9
4 -4 19 19 -7 -36 -12 -7
2 -4 20 21 -6 -36 -11 -4
2 0 20 22 -6 -35 -12 -4
4 0 18 21 -7 -35 -12 -6
0 -8 14 17 -10 -39 -15 -9
-6 -15 9 12 -13 -44 -18 -12
-6 -14 10 14 -13 -39 -16 -10
-5 -9 15 19 -9 -34 -13 -7
-3 -8 15 20 -8 -33 -13 -7
-5 -11 13 19 -11 -36 -15 -10
-9 -14 12 20 -11 -37 -17 -12
-6 -9 16 25 -6 -33 -15 -9
4 0 18 29 -3 -29 -13 -7
7 -2 18 30 0 -27 -12 -8
1 -8 16 28 0 -29 -13 -9
-6 -10 13 26 -3 -30 -13 -10
-5 -9 12 25 -4 -29 -13 -9
-2 -8 11 25 -6 -30 -13 -10
-2 -6 12 29 -4 -29 -11 -8
-3 -4 13 32 -2 -28 -10 -8
-4 -4 14 34 1 -27 -10 -7
-3 -3 13 34 1 -27 -11 -8
1 2 15 38 5 -23 -7 -4
5 6 15 40 6 -21 -6 -3
6 5 14 40 7 -21 -6 -3
2 3 13 40 7 -21 -6 -4
-5 0 12 40 7 -19 -6 -4
-6 -5 11 39 6 -19 -6 -5
-3 -5 10 40 6 -19 -7 -6
-3 -5 13 47 10 -17 -4 -3
-3 -5 15 51 14 -15 -3 -2
0 -3 15 52 15 -15 -4 -3
3 0 16 55 18 -13 -2 -2
2 0 17 56 19 -12 0 1
-2 0 16 54 19 -11 1 2
2 2 14 53 18 -10 3 2
9 4 12 53 17 -9 3 2
12 2 10 53 17 -8 3 2
11 3 9 55 19 -6 4 4
11 7 12 59 23 -2 8 8
11 9 13 60 25 0 9 9
12 7 11 59 24 -2 7 7
15 7 8 58 23 -2 6 5
13 5 8 58 25 1 7 4
5 -3 6 56 24 2 7 5
6 -2 4 55 24 4 9 7
19 11 5 56 26 8 12 10
22 16 6 58 27 11 15 12
15 11 5 58 26 11 17 13
13 9 2 57 24 11 16 13
18 12 2 57 24 11 16 14
20 11 0 55 24 10 16 14
17 9 0 55 25 12 17 14
17 10 0 55 25 14 18 14
19 13 1 54 25 16 19 16
17 15 -2 53 24 17 20 16
11 13 -4 50 22 17 19 15
11 11 -5 48 19 15 18 13
17 16 -4 49 19 16 20 16
21 22 -2 52 20 17 21 18
22 26 2 54 21 19 23 20
18 22 0 51 19 16 22 18
15 14 -3 47 17 14 19 16
16 10 -4 46 16 13 18 17
18 13 -4 45 15 13 18 17
19 17 -6 42 13 13 19 17
23 20 -7 39 11 12 19 17
25 23 -4 42 12 15 20 19
19 21 -3 42 12 14 18 17
8 13 -3 39 10 11 17 16
2 8 -4 37 6 8 14 13
4 8 -4 36 3 5 12 11
6 9 -5 35 1 2 10 10
6 10 -4 34 2 3 10 10
5 12 0 35 6 6 12 12
8 13 1 35 6 7 13 11
11 14 0 33 3 5 10 7
8 11 -2 31 1 4 9 6
4 7 0 29 -3 2 8 6
5 6 0 26 -7 -2 6 4
5 6 1 27 -6 -4 5 4
2 6 2 29 -5 -4 4 4
0 5 2 29 -5 -4 4 5
0 4 2 26 -7 -6 2 3
1 3 1 23 -8 -8 0 1
2 4 2 24 -7 -6 0 0
6 7 3 24 -7 -5 0 -2
9 7 3 23 -9 -5 0 -2
4 2 2 21 -11 -8 -4 -4
-5 -5 0 19 -15 -12 -7 -8
-7 -7 1 21 -14 -11 -8 -8
-5 -3 5 24 -11 -9 -5 -4
1 3 7 24 -10 -8 -4 -3
-2 2 6 22 -11 -9 -5 -5
-6 -4 5 19 -13 -11 -8 -7
-5 -2 6 19 -11 -10 -6 -5
2 5 6 20 -11 -9 -6 -5
5 6 6 20 -12 -9 -6 -6
4 4 6 21 -13 -10 -7 -7
-2 0 5 20 -14 -10 -7 -7
-9 -5 5 20 -15 -12 -10 -8
-12 -10 3 17 -18 -15 -12 -11
-11 -13 2 16 -19 -16 -13 -13
-9 -11 4 17 -17 -14 -12 -11
-5 -7 6 18 -15 -12 -10 -9
-5 -8 6 16 -15 -11 -10 -10
-10 -11 3 13 -18 -14 -13 -13
-11 -11 5 15 -17 -13 -12 -12
-8 -8 7 17 -15 -11 -11 -9
-5 -9 8 18 -16 -12 -11 -9
-5 -12 6 17 -19 -15 -13 -12
-6 -14 5 16 -20 -17 -16 -13
-6 -13 7 19 -18 -16 -14 -12
-6 -10 8 20 -15 -15 -13 -11
-6 -8 10 22 -13 -12 -11 -9
-6 -6 10 21 -14 -12 -12 -10
-8 -8 8 19 -16 -14 -13 -11
-9 -10 8 18 -18 -16 -14 -12
-7 -9 10 19 -17 -15 -13 -11
-5 -8 11 22 -16 -14 -13 -11
-6 -11 11 22 -18 -15 -14 -11
-10 -14 9 20 -20 -17 -16 -13
-14 -14 11 21 -17 -16 -13 -11
-17 -14 12 22 -16 -16 -13 -11
-15 -13 11 21 -17 -17 -15 -12
-10 -10 10 19 -18 -18 -17 -15
-9 -8 13 21 -15 -15 -14 -12
-9 -7 14 22 -15 -15 -13 -10
-9 -8 17 25 -13 -12 -10 -7
-4 -7 17 25 -14 -13 -10 -8
-6 -9 15 24 -14 -14 -13 -10
-11 -12 12 21 -17 -17 -15 -12
-11 -14 12 21 -17 -17 -15 -12
-10 -14 11 19 -19 -18 -16 -14
-15 -15 11 19 -18 -17 -15 -13
-13 -13 12 20 -16 -16 -13 -11
-6 -8 14 22 -13 -13 -11 -8
1 -5 15 22 -13 -12 -10 -8
0 -4 15 22 -13 -11 -10 -7
-2 -5 14 22 -14 -12 -11 -8
-6 -7 15 23 -14 -13 -12 -9
-10 -9 15 23 -13 -14 -12 -9
-11 -11 14 23 -12 -13 -12 -10
-12 -13 11 21 -14 -15 -14 -10
-13 -17 9 19 -16 -16 -14 -11
-11 -15 10 18 -14 -14 -12 -10
-6 -10 11 18 -14 -13 -11 -9
-4 -9 11 18 -15 -13 -12 -10
-9 -9 12 20 -13 -12 -11 -8
-10 -9 13 20 -14 -13 -11 -8
-5 -9 12 19 -15 -14 -12 -8
-2 -10 11 17 -15 -16 -13 -9
-4 -9 11 19 -14 -14 -12 -7
-6 -7 11 21 -12 -11 -10 -6
-7 -4 13 22 -10 -9 -8 -5
-4 0 14 22 -8 -6 -6 -4
-4 -2 13 20 -10 -5 -6 -5
-9 -9 10 17 -13 -8 -8 -7
-9 -9 8 16 -13 -9 -8 -7
-4 -3 11 19 -11 -7 -5 -3
-5 0 12 21 -10 -7 -4 1
-9 -5 11 20 -10 -7 -5 0
-7 -6 10 19 -10 -7 -6 -3
0 -4 9 18 -9 -8 -6 -3
0 -5 7 15 -12 -10 -8 -4
-6 -9 6 14 -13 -9 -7 -4
-8 -9 6 13 -13 -8 -7 -4
-8 -8 5 12 -14 -9 -8 -6
-8 -9 6 13 -13 -8 -8 -7
-8 -9 6 13 -13 -9 -8 -7
-6 -8 7 14 -12 -9 -7 -5
-5 -6 7 14 -12 -9 -7 -3
-9 -8 7 14 -12 -9 -6 -2
-10 -9 6 13 -12 -10 -6 -2
-8 -7 6 13 -11 -9 -5 0
