I II V1 V2 V3 V4 V5 V6
12 20 25 18 17 15 15 20
10 18 25 17 17 14 14 19
9 17 24 17 17 14 13 18
7 15 24 16 17 13 13 16
5 13 24 16 17 13 12 15
4 12 23 15 16 12 10 14
5 12 22 14 15 11 9 12
6 11 22 14 14 10 8 11
7 11 21 13 13 9 6 10
8 11 21 13 12 8 5 9
8 10 20 12 11 7 4 8
7 9 19 11 11 7 4 8
5 8 18 10 10 7 4 8
4 7 18 10 10 7 4 8
2 6 17 9 10 7 4 8
1 5 16 8 9 6 3 9
3 4 15 7 8 5 2 8
4 4 15 7 7 4 2 8
5 3 14 6 7 4 1 7
6 3 14 6 6 3 1 7
7 2 13 5 5 2 0 6
5 1 13 5 5 2 0 6
4 0 13 5 5 1 -2 5
3 0 13 5 5 1 -2 5
2 -2 13 5 5 1 -2 5
1 -3 13 5 5 0 -3 4
1 -3 13 5 5 0 -3 4
1 -3 12 6 5 0 -2 5
1 -3 12 6 5 0 -2 5
1 -3 12 6 5 0 -2 5
2 -2 11 7 5 1 0 6
1 -2 11 7 6 2 -2 5
0 0 11 6 6 3 -2 5
-2 0 11 6 7 3 -3 4
-3 0 11 6 7 4 -3 4
-4 1 12 5 8 5 -4 3
-3 1 12 6 8 5 -3 4
-3 1 12 6 8 5 -2 5
-2 1 12 7 8 5 -2 6
-2 1 12 7 8 5 0 7
0 2 11 8 8 4 1 8
0 2 11 8 8 4 1 8
0 1 11 8 8 4 1 8
0 1 11 8 8 4 1 8
0 1 11 8 8 4 1 8
-2 0 11 8 9 3 0 8
-2 -2 11 8 9 3 -2 8
-3 -3 11 8 8 2 -2 7
-3 -3 11 8 8 2 -3 7
-3 -4 11 8 8 2 -3 7
-4 -5 11 8 7 1 -4 6
-4 -5 11 8 7 1 -4 6
-4 -5 10 8 8 2 -3 6
-4 -5 10 8 8 2 -3 6
-4 -5 10 8 8 2 -3 6
-3 -4 9 7 9 3 -2 7
-3 -4 9 7 9 2 -2 7
-4 -4 9 7 8 2 -2 7
-4 -4 9 7 8 1 -2 7
-4 -4 9 7 8 1 -2 7
-5 -4 9 7 7 0 -2 6
-5 -4 9 7 7 1 -2 6
-4 -3 10 7 7 2 -2 6
-4 -3 10 7 7 3 -2 6
-4 -3 10 7 7 4 -2 6
-3 -2 11 6 8 5 0 6
-4 -3 10 6 7 4 0 5
-5 -4 10 5 7 3 -2 5
-5 -4 9 5 6 3 -2 4
-6 -5 9 5 6 2 -2 4
-7 -6 8 4 5 1 -3 3
-5 -6 8 4 5 1 -3 3
-4 -5 8 4 5 1 -3 4
-3 -5 8 4 5 1 -3 4
-2 -5 8 4 5 1 -3 4
0 -4 8 4 5 1 -2 5
0 -5 8 4 5 1 -2 4
-2 -6 7 4 5 1 -2 4
-2 -6 7 4 5 1 -2 3
-2 -7 7 4 5 1 -2 3
-3 -8 6 4 4 0 -3 2
-4 -8 6 2 2 -2 -4 2
-5 -8 6 1 1 -2 -5 2
-5 -8 6 0 0 -3 -5 2
-6 -8 6 -2 -2 -3 -6 2
-7 -7 6 -3 -3 -4 -7 1
-6 -7 5 -3 -3 -4 -7 1
-5 -7 4 -3 -3 -4 -7 1
-5 -7 3 -3 -3 -4 -7 1
-4 -7 2 -3 -3 -4 -7 1
-3 -6 1 -2 -3 -5 -6 0
-4 -6 1 -2 -3 -5 -6 0
-5 -6 1 -3 -3 -5 -6 0
-5 -6 1 -3 -3 -5 -6 0
-6 -6 1 -3 -3 -5 -6 0
-7 -7 1 -4 -3 -4 -6 -2
-7 -7 1 -3 -3 -4 -6 -2
-6 -7 1 -2 -3 -3 -6 -2
-6 -7 1 -2 -3 -3 -6 -2
-6 -7 1 0 -3 -3 -6 -2
-5 -8 3 1 -3 -2 -6 -3
-4 -7 4 2 0 -2 -5 -2
-3 -6 6 3 1 0 -4 0
-2 -5 7 4 3 1 -3 1
0 -4 9 5 4 1 -2 2
1 -3 10 6 5 2 0 3
1 -3 10 6 5 2 0 3
0 -3 9 6 5 2 0 3
0 -3 9 6 5 2 0 3
0 -3 9 6 5 2 0 3
-2 -4 8 6 4 2 -2 2
-2 -3 8 7 5 3 0 2
0 -2 9 8 6 4 1 3
0 -2 9 8 6 4 2 4
0 0 9 9 7 5 3 4
1 1 9 9 8 6 4 5
1 1 6 8 7 6 4 5
2 1 4 6 6 6 4 5
2 1 1 4 5 6 4 5
2 1 -3 2 4 6 4 5
3 1 -4 1 3 5 3 4
4 0 -4 1 3 5 3 4
6 -2 -4 0 2 4 3 4
7 -2 -4 -2 1 3 3 4
8 -3 -4 -2 1 3 3 4
9 -4 -5 -3 0 2 3 5
8 -4 -5 -3 0 2 3 5
7 -3 -5 -3 -2 1 2 5
6 -3 -5 -3 -2 0 2 5
5 -3 -5 -3 -2 0 2 5
4 -2 -5 -3 -3 -2 1 4
4 -3 -5 -4 -3 -2 1 4
5 -4 -5 -5 -4 -3 1 3
6 -5 -5 -5 -4 -4 1 2
6 -6 -5 -6 -4 -4 1 2
6 -7 -5 -7 -5 -5 1 1
4 -7 -5 -7 -5 -5 -2 0
1 -8 -4 -6 -5 -5 -3 -2
-2 -9 -3 -6 -5 -5 -5 -3
-5 -9 -3 -6 -5 -5 -6 -4
-6 -10 -2 -5 -6 -5 -7 -5
-6 -10 -2 -6 -7 -6 -7 -5
-7 -10 -2 -7 -8 -7 -8 -6
-7 -10 -2 -7 -9 -7 -8 -7
-7 -10 -2 -8 -10 -8 -8 -7
-8 -9 0 -9 -11 -9 -9 -8
-9 -10 0 -9 -11 -9 -9 -9
-11 -11 0 -9 -11 -9 -10 -10
-12 -11 0 -9 -11 -9 -10 -10
-13 -12 0 -9 -11 -9 -10 -11
-14 -13 0 -9 -12 -10 -11 -12
-15 -13 0 -9 -12 -10 -11 -12
-17 -13 1 -8 -11 -10 -10 -11
-18 -13 1 -8 -11 -10 -10 -11
-19 -13 1 -8 -11 -10 -10 -11
-19 -13 2 -7 -10 -10 -9 -10
-17 -13 2 -7 -10 -10 -9 -10
-15 -12 2 -7 -10 -10 -9 -10
-13 -11 2 -7 -10 -10 -9 -10
-10 -11 2 -7 -10 -10 -9 -10
-9 -10 2 -7 -10 -9 -10 -11
-11 -11 4 -4 -8 -8 -10 -13
-13 -13 7 -2 -6 -7 -11 -14
-14 -14 9 2 -4 -7 -11 -16
-16 -15 12 4 0 -6 -11 -17
-13 -12 17 22 21 12 0 -13
-5 -5 23 51 57 40 18 -3
3 3 30 78 92 68 36 8
11 10 36 107 128 96 55 18
18 18 44 136 162 125 73 28
29 28 48 157 195 155 98 42
44 39 50 174 226 187 125 58
57 52 52 191 257 220 152 75
70 64 54 207 287 252 179 92
84 76 57 225 317 284 206 108
82 74 37 183 276 256 193 105
71 63 2 101 184 184 151 88
59 51 -33 18 92 112 108 70
47 38 -69 -64 0 40 66 53
34 26 -105 -147 -93 -31 24 34
24 16 -128 -196 -147 -73 -3 22
14 8 -143 -222 -176 -96 -20 14
5 -2 -158 -248 -204 -118 -37 5
-6 -10 -174 -274 -232 -140 -55 -4
-16 -19 -188 -301 -261 -162 -72 -13
-20 -23 -181 -287 -254 -161 -75 -17
-18 -21 -156 -245 -220 -143 -67 -16
-17 -19 -132 -203 -186 -124 -60 -15
-15 -18 -107 -161 -152 -107 -52 -15
-14 -16 -81 -118 -118 -89 -45 -14
-13 -15 -65 -92 -96 -74 -38 -13
-13 -13 -53 -74 -80 -63 -33 -13
-12 -12 -40 -57 -65 -52 -28 -12
-12 -10 -28 -39 -50 -39 -23 -11
-12 -9 -16 -22 -34 -28 -18 -11
-11 -9 -10 -13 -26 -23 -15 -11
-11 -10 -8 -11 -25 -22 -15 -12
-12 -12 -6 -8 -23 -20 -16 -14
-13 -14 -4 -6 -21 -19 -17 -16
-13 -16 0 -4 -19 -18 -17 -18
-14 -17 1 -2 -18 -17 -18 -19
-14 -17 1 -2 -16 -16 -18 -19
-15 -18 1 0 -15 -15 -18 -19
-15 -18 1 1 -13 -15 -18 -19
-15 -18 1 1 -12 -14 -18 -19
-16 -19 2 2 -11 -13 -17 -18
-16 -19 2 2 -11 -13 -16 -18
-16 -18 3 2 -10 -12 -15 -17
-16 -18 4 2 -9 -12 -15 -17
-16 -18 4 2 -9 -12 -14 -17
-17 -17 5 3 -8 -11 -13 -16
-16 -16 5 3 -8 -10 -13 -16
-15 -15 5 4 -7 -9 -12 -16
-15 -15 5 5 -6 -9 -12 -16
-14 -14 5 5 -6 -8 -12 -16
-13 -13 6 6 -5 -7 -11 -15
-13 -13 6 6 -5 -7 -11 -15
-13 -14 6 5 -5 -8 -12 -15
-13 -14 6 5 -5 -9 -12 -15
-13 -14 6 5 -5 -9 -12 -15
-13 -15 7 4 -6 -10 -13 -16
-13 -15 7 4 -6 -10 -13 -16
-13 -14 7 5 -5 -9 -12 -15
-13 -13 7 5 -5 -9 -12 -14
-13 -13 7 5 -5 -9 -12 -14
-13 -12 8 6 -4 -8 -11 -13
-14 -13 8 6 -4 -8 -11 -13
-15 -14 8 6 -4 -8 -11 -13
-15 -14 8 6 -4 -8 -11 -13
-16 -15 8 6 -4 -8 -11 -13
-17 -16 9 5 -5 -9 -12 -12
-15 -15 9 6 -4 -9 -12 -11
-13 -13 9 7 -3 -8 -11 -10
-12 -12 9 7 -3 -7 -10 -10
-10 -11 9 8 -2 -7 -10 -9
-9 -10 9 9 0 -6 -9 -8
-10 -10 9 9 0 -6 -9 -8
-11 -10 9 10 1 -6 -9 -7
-11 -10 9 10 1 -6 -9 -7
-12 -10 9 10 1 -6 -9 -7
-13 -10 8 11 2 -5 -8 -6
-11 -10 8 11 2 -5 -8 -6
-9 -10 9 11 3 -5 -7 -6
-8 -10 10 11 3 -5 -7 -6
-6 -10 10 11 3 -5 -7 -6
-5 -11 11 11 4 -4 -6 -5
-6 -11 11 11 4 -4 -6 -5
-7 -11 10 12 4 -4 -6 -5
-8 -11 10 12 4 -4 -6 -5
-9 -11 10 12 4 -4 -6 -5
-10 -10 9 13 4 -4 -6 -5
-9 -10 9 13 4 -3 -6 -5
-8 -9 9 14 5 0 -5 -4
-7 -8 9 14 6 1 -5 -3
-6 -8 9 14 6 2 -5 -3
-5 -7 8 15 7 3 -4 -2
-5 -7 8 16 8 3 -4 -2
-4 -6 9 17 9 3 -3 0
-3 -5 9 17 9 3 -2 1
-3 -5 9 18 10 3 -2 1
-2 -4 10 19 11 3 0 2
-2 -4 10 20 12 4 0 2
-2 -4 10 22 13 6 1 3
-2 -4 10 23 14 7 2 3
-2 -4 10 24 15 8 2 3
-3 -3 11 25 16 9 3 4
-2 -2 12 26 17 9 5 6
0 0 14 28 18 10 7 8
0 1 15 29 19 11 8 10
1 2 16 30 20 11 10 12
2 3 17 31 21 12 11 13
2 4 18 31 21 13 12 13
2 6 19 32 22 14 13 14
2 7 19 33 22 15 14 14
2 8 20 33 22 16 15 14
2 9 21 34 23 17 16 15
2 10 21 34 23 17 17 17
2 11 21 34 23 18 18 18
2 11 21 34 23 19 18 19
2 12 21 34 23 19 19 21
3 13 22 34 24 20 20 22
4 14 22 34 24 20 20 22
5 16 22 34 24 20 21 22
6 17 22 34 24 20 21 22
7 18 22 34 24 20 21 22
8 19 23 34 24 20 22 23
8 20 23 33 23 20 23 24
9 21 23 32 22 20 24 25
9 21 23 31 22 20 24 25
9 22 23 30 21 20 25 26
10 23 23 29 20 20 26 27
10 23 22 27 19 20 26 27
11 23 21 25 18 20 26 27
12 23 21 24 18 20 26 27
12 23 20 22 17 20 26 27
13 24 19 21 16 20 26 27
13 24 19 21 16 20 26 27
13 24 19 21 16 20 26 27
13 24 19 21 16 20 26 27
13 24 19 21 16 20 26 27
12 24 19 20 15 20 26 26
12 22 18 20 15 20 25 24
11 21 18 20 15 20 24 23
10 19 17 20 15 19 23 22
10 17 16 20 15 19 22 20
8 16 15 19 15 18 21 18
5 14 15 18 15 17 20 16
3 13 15 18 15 16 19 14
0 11 15 17 15 14 17 12
-4 9 15 16 15 13 16 10
-6 8 14 15 14 12 15 8
-5 7 13 15 13 12 14 8
-4 7 12 15 13 12 13 8
-2 6 11 14 12 11 11 8
0 5 10 14 11 11 10 8
1 4 9 13 10 10 9 7
1 4 8 11 8 8 7 5
1 4 7 10 6 7 6 4
0 3 6 8 4 5 4 2
0 3 5 6 2 3 2 0
-2 2 4 5 1 2 1 -2
-4 1 4 5 1 2 1 -2
-5 0 4 5 1 2 1 -2
-6 -2 4 5 1 2 0 -2
-8 -3 4 5 1 2 0 -2
-9 -4 3 4 0 1 -2 -2
-8 -4 3 4 0 1 -2 -2
-7 -4 3 4 1 1 -2 -2
-6 -4 3 5 2 1 -2 -2
-5 -4 3 5 2 1 -2 -2
-4 -5 3 6 3 0 0 -2
-4 -5 3 6 3 0 0 -2
-4 -5 3 6 3 0 0 -2
-4 -5 4 6 2 0 1 -3
-4 -5 4 6 2 0 1 -3
-5 -5 5 6 1 -2 2 -4
-5 -5 5 6 1 -2 2 -4
-5 -5 5 6 1 -2 1 -4
-5 -5 5 6 1 -2 0 -4
-5 -5 5 6 1 -2 0 -4
-5 -4 4 7 2 0 -2 -4
-5 -4 4 7 2 0 -2 -4
-5 -4 4 7 2 1 -2 -4
-5 -4 4 7 2 2 -2 -4
-5 -4 4 7 2 2 -2 -4
-6 -5 3 6 2 3 -2 -5
-5 -5 3 6 2 2 -2 -5
-5 -5 3 6 2 2 -2 -5
-4 -4 4 7 3 1 -2 -5
-3 -4 4 7 3 0 -2 -5
-2 -3 5 8 4 -2 0 -6
-3 -3 5 8 4 -2 0 -6
-4 -3 5 8 4 -2 0 -6
-5 -3 5 8 4 -2 0 -6
-6 -3 5 8 4 -2 0 -6
-7 -4 5 8 3 0 1 -5
-6 -4 5 8 3 0 1 -5
-5 -4 4 8 3 0 0 -5
-3 -4 3 8 3 0 -2 -6
-2 -4 3 8 3 0 -2 -6
0 -5 2 7 2 -2 -3 -7
0 -5 2 7 2 -2 -3 -7
0 -5 3 7 2 -2 -3 -7
-2 -5 4 7 2 -2 -3 -7
-2 -5 4 7 2 -2 -3 -7
-3 -4 5 6 2 0 -3 -7
-3 -4 5 6 2 0 -3 -7
-4 -4 5 6 2 0 -3 -7
-5 -5 4 6 1 0 -3 -7
-5 -5 4 6 1 0 -3 -7
-6 -6 3 5 0 0 -3 -6
-6 -6 3 5 0 0 -3 -6
-6 -6 3 4 0 0 -3 -6
-5 -5 3 3 0 -2 -3 -6
-5 -5 3 3 0 -2 -3 -6
-4 -4 4 2 1 -3 -3 -7
