I II V1 V2 V3 V4 V5 V6
0 -22 -10 -27 -31 -38 -24 -23
-7 -21 -8 -26 -30 -39 -25 -23
-8 -20 -8 -26 -30 -39 -24 -22
-21 -18 -2 -18 -21 -27 -13 -13
-44 -30 -4 -21 -29 -38 -22 -21
-37 -37 -9 -29 -36 -46 -27 -24
-30 -36 -12 -32 -39 -48 -28 -27
-31 -32 -8 -28 -36 -48 -29 -27
-7 -21 -7 -28 -39 -53 -32 -30
12 -12 -4 -25 -32 -43 -24 -24
-7 -19 -1 -22 -29 -39 -24 -26
-12 -21 0 -21 -27 -37 -23 -26
-12 -23 0 -22 -26 -39 -22 -25
-22 -19 7 -16 -17 -25 -10 -15
-43 -27 6 -18 -24 -35 -18 -22
-31 -29 -1 -25 -33 -47 -25 -27
-23 -28 -3 -29 -36 -48 -25 -29
-25 -29 -3 -28 -38 -50 -26 -30
-9 -32 -11 -35 -47 -61 -37 -39
5 -31 -12 -37 -41 -53 -29 -34
-8 -30 -6 -31 -34 -47 -25 -32
-16 -31 -4 -28 -31 -44 -22 -30
-14 -32 -2 -26 -29 -41 -18 -27
-23 -30 3 -21 -19 -29 -8 -20
-39 -32 5 -19 -24 -35 -13 -24
-31 -29 0 -24 -30 -44 -18 -27
-28 -27 0 -23 -29 -42 -15 -26
-28 -32 -2 -25 -32 -46 -19 -30
-19 -38 -11 -32 -44 -61 -34 -41
-6 -36 -11 -33 -41 -57 -31 -40
-22 -39 -4 -25 -35 -48 -27 -38
-32 -44 3 -17 -32 -48 -28 -40
-25 -38 13 -6 -27 -45 -27 -39
-34 -36 26 10 -13 -31 -19 -31
-48 -38 37 28 -9 -34 -22 -33
-29 -39 38 34 -5 -35 -25 -35
-24 -28 49 49 12 -24 -16 -29
-29 -19 63 76 32 -14 -10 -25
-12 -11 75 100 46 -13 -14 -28
10 6 89 120 72 8 0 -18
-2 15 93 132 103 38 22 -1
-9 24 77 117 121 60 40 15
4 43 42 84 135 87 68 39
17 67 22 81 182 145 116 77
14 85 1 81 216 185 146 104
45 110 -22 70 252 224 177 130
68 135 -42 69 299 276 217 161
75 153 -74 62 339 322 250 192
99 186 -116 42 369 360 283 220
122 224 -155 12 399 400 322 257
113 254 -190 -24 402 417 348 285
98 242 -218 -74 369 397 342 287
89 198 -228 -106 305 352 312 267
79 170 -225 -136 235 306 291 255
58 138 -232 -184 131 226 247 226
67 116 -248 -253 -4 121 191 189
65 97 -255 -311 -135 22 142 155
51 69 -245 -306 -179 -28 106 128
55 46 -227 -280 -182 -57 74 98
59 42 -199 -245 -158 -54 61 83
35 29 -166 -207 -135 -48 51 71
27 14 -144 -180 -123 -48 40 57
27 5 -126 -157 -109 -45 32 46
15 3 -104 -132 -87 -31 34 43
-7 -5 -89 -111 -81 -36 22 30
2 -9 -81 -101 -77 -42 14 19
2 -12 -67 -90 -69 -42 8 9
-1 -13 -54 -77 -63 -43 1 1
10 -14 -51 -72 -67 -55 -13 -13
23 -15 -41 -59 -51 -43 -6 -11
-2 -21 -24 -39 -35 -31 -3 -7
-17 -22 -13 -25 -24 -24 0 -6
-14 -20 -6 -18 -17 -20 4 -6
-25 -15 5 -9 -5 -6 13 1
-47 -21 8 -4 -8 -13 6 -5
-31 -22 3 -11 -14 -23 -1 -9
-20 -21 3 -12 -17 -25 -2 -13
-5 -7 9 -4 -14 -22 -1 -12
5 -12 4 -8 -22 -35 -14 -20
15 -15 3 -8 -17 -29 -11 -19
5 -16 10 0 -7 -20 -5 -16
-8 -20 15 5 -5 -17 -4 -15
-9 -23 15 5 -4 -18 -4 -14
-17 -20 20 9 4 -6 6 -8
-37 -24 23 11 0 -13 0 -11
-23 -26 20 7 -6 -21 -5 -13
-19 -26 18 4 -9 -24 -6 -15
-18 -27 20 6 -9 -22 -5 -15
-6 -27 14 2 -17 -35 -16 -23
4 -25 11 0 -14 -30 -12 -23
-7 -24 16 8 -6 -20 -6 -20
-11 -25 17 10 -3 -18 -6 -19
-11 -23 17 9 -2 -18 -7 -20
-22 -22 27 19 11 -3 6 -10
-41 -28 29 21 6 -9 2 -13
-30 -32 22 11 -3 -18 -5 -18
-26 -31 24 15 0 -14 -2 -16
-38 -31 26 19 -2 -17 -6 -18
-19 -29 19 10 -13 -34 -19 -27
6 -25 16 8 -9 -27 -14 -25
-4 -24 21 15 -2 -19 -11 -22
-2 -19 23 20 2 -14 -7 -20
-4 -14 28 23 9 -9 -2 -14
-19 -13 35 31 20 7 11 -3
-43 -25 35 30 14 -1 5 -8
-33 -26 31 23 7 -10 1 -13
-23 -26 29 22 6 -10 1 -14
-20 -22 28 24 4 -13 -2 -16
-8 -22 22 21 -6 -26 -14 -24
6 -21 22 21 1 -19 -8 -20
-10 -29 25 26 7 -13 -7 -19
-10 -21 29 31 14 -8 -3 -16
-12 -19 31 31 18 -4 4 -11
-25 -21 37 37 28 8 15 -4
-29 -16 37 38 23 2 9 -6
-6 -10 34 34 19 -2 10 -6
-7 -12 35 37 21 0 13 -5
-17 -16 35 38 21 -2 10 -8
-12 -21 26 32 9 -17 -3 -18
11 -15 25 32 14 -12 1 -17
4 -7 34 42 25 1 8 -10
-2 -7 37 46 29 3 8 -9
-1 -11 38 46 31 5 11 -8
-11 -10 44 53 41 19 22 1
-27 -13 46 55 38 15 18 0
-9 -13 40 49 32 9 15 -2
-8 -14 38 49 32 8 16 -2
-15 -17 39 51 31 5 15 -3
-9 -23 34 47 22 -5 5 -10
2 -17 32 48 26 -2 8 -9
-6 -15 38 57 34 8 14 -5
-5 -10 43 63 41 12 15 -3
-6 -6 44 66 43 15 16 -2
-11 -6 49 72 53 28 27 6
-24 -6 51 73 47 22 22 3
-7 -3 49 70 45 18 21 3
4 -4 47 69 45 19 23 4
-1 -5 48 71 43 17 22 3
5 -5 44 70 37 8 12 -3
12 -3 44 74 45 15 18 0
-1 -3 49 82 52 24 22 3
-4 -3 51 85 55 26 22 3
-5 -2 52 88 60 28 24 4
-10 0 57 92 69 39 34 11
-21 -1 59 95 67 36 31 12
-8 -3 54 91 60 29 27 8
-6 0 56 93 65 36 34 13
-10 4 59 99 64 36 32 12
2 1 51 93 55 21 20 2
29 10 51 95 63 32 28 8
15 11 57 104 72 42 35 12
8 8 57 106 74 42 34 11
11 8 57 106 75 44 34 13
-3 11 61 111 82 53 43 19
-18 12 64 113 81 50 42 20
-6 10 59 108 75 43 36 17
5 15 60 109 76 46 41 20
6 18 62 112 78 49 42 23
13 13 55 107 69 37 32 14
29 16 54 106 73 42 38 16
22 19 56 109 78 49 43 18
14 21 59 113 82 52 45 20
8 19 62 114 84 56 48 24
-4 15 64 115 89 63 55 28
-19 14 64 114 84 56 51 24
-2 15 57 106 76 47 46 21
4 15 54 102 72 43 44 19
3 20 57 107 71 42 43 19
16 19 50 98 62 31 34 12
29 20 49 97 66 36 37 15
17 20 52 99 73 43 43 18
6 16 52 98 73 46 46 17
10 18 52 95 72 44 46 19
-2 18 56 95 79 56 57 26
-29 4 52 90 69 44 48 20
-10 4 43 81 58 33 40 15
3 15 44 78 59 34 42 19
-5 16 42 76 54 29 38 16
2 12 33 66 43 14 27 7
16 13 30 61 46 20 31 9
4 15 35 65 51 29 37 12
-5 11 35 62 50 29 38 12
1 8 30 57 47 25 34 10
-2 14 35 59 54 36 46 19
-28 5 35 55 47 29 43 16
-16 6 29 45 38 19 40 14
-3 11 25 38 34 17 38 13
-10 5 22 33 27 11 31 8
-1 8 18 30 20 1 25 4
22 15 16 25 23 5 27 5
14 14 18 26 25 10 29 5
2 9 17 23 25 10 29 5
-3 2 12 16 22 6 26 1
-6 8 18 19 29 17 36 10
-22 2 22 21 26 15 37 11
-15 0 15 14 16 3 31 7
-7 1 10 8 12 0 28 5
-8 -1 7 3 5 -6 23 0
-6 -10 -1 -3 -7 -22 9 -11
1 -13 -2 -7 -4 -17 12 -9
-19 -18 2 -4 1 -11 16 -7
-27 -18 3 -3 0 -12 13 -9
-18 -14 3 -3 0 -13 13 -8
-11 -1 10 2 10 0 27 1
-29 -7 11 0 3 -6 23 -1
-16 -11 5 -8 -5 -16 18 -5
-13 -10 3 -10 -6 -15 19 -7
-19 -11 4 -9 -7 -17 16 -9
-12 -15 -4 -17 -20 -33 2 -19
5 -8 -5 -18 -16 -29 3 -17
-5 -12 -2 -13 -11 -20 7 -14
-12 -13 0 -12 -10 -22 5 -15
-12 -18 -1 -13 -11 -23 4 -15
-15 -17 3 -10 -4 -12 14 -7
-33 -21 5 -9 -7 -17 13 -8
-19 -20 0 -15 -14 -22 11 -10
-15 -20 -2 -17 -15 -22 12 -10
-12 -18 -2 -17 -18 -24 9 -12
-3 -19 -8 -24 -26 -36 0 -19
6 -21 -11 -25 -23 -31 2 -19
-7 -19 -6 -20 -17 -23 7 -15
-17 -20 -4 -18 -16 -22 8 -15
-17 -18 -3 -17 -16 -22 8 -15
-16 -11 3 -12 -6 -9 19 -6
-32 -11 6 -10 -10 -14 16 -7
-15 -12 -1 -18 -17 -22 12 -10
-9 -17 -5 -21 -20 -24 9 -14
-14 -25 -6 -21 -23 -28 5 -16
1 -20 -11 -27 -32 -39 -4 -22
18 -10 -8 -26 -23 -28 4 -16
4 -11 -4 -20 -17 -23 9 -13
-5 -19 -3 -20 -18 -23 7 -14
-7 -24 -5 -20 -18 -26 6 -15
-11 -11 5 -12 -5 -11 19 -3
-26 -13 7 -9 -8 -14 17 -4
-19 -15 2 -16 -16 -23 12 -8
-13 -14 -1 -19 -18 -24 10 -11
-15 -16 -3 -20 -21 -27 6 -14
-7 -20 -9 -24 -30 -38 -4 -22
6 -19 -9 -26 -24 -32 1 -20
-6 -21 -5 -20 -18 -24 5 -16
-17 -22 -1 -17 -15 -22 6 -15
-19 -21 0 -15 -13 -19 9 -13
-25 -21 5 -11 -7 -10 15 -7
-34 -21 7 -9 -10 -15 13 -8
-21 -20 3 -15 -17 -22 8 -11
-18 -21 1 -16 -19 -25 4 -15
-23 -27 0 -16 -22 -27 2 -17
-15 -23 -3 -19 -27 -37 -6 -20
8 -11 -1 -16 -20 -27 1 -15
3 -10 1 -12 -13 -20 5 -14
-3 -15 2 -12 -14 -21 3 -16
-6 -19 3 -11 -12 -19 5 -14
-16 -21 8 -8 -3 -6 17 -5
-34 -26 8 -6 -8 -12 13 -8
-16 -20 6 -11 -13 -18 10 -9
-17 -19 6 -11 -11 -16 12 -10
-27 -20 7 -9 -13 -20 6 -11
-14 -20 2 -14 -21 -31 -3 -17
4 -16 -1 -15 -17 -27 0 -16
-5 -19 3 -12 -12 -20 3 -16
-16 -29 2 -12 -14 -21 1 -18
-6 -20 4 -10 -11 -18 3 -17
-8 -10 12 -3 1 -2 18 -5
-30 -18 14 -1 -5 -7 15 -7
-20 -19 9 -5 -9 -14 12 -9
-13 -18 6 -9 -12 -17 10 -12
-13 -18 6 -10 -15 -22 5 -14
-4 -15 3 -11 -19 -28 -3 -17
2 -17 2 -13 -16 -23 0 -17
-10 -22 2 -12 -15 -22 -2 -20
-13 -20 6 -8 -11 -19 -1 -18
-14 -22 6 -7 -10 -20 -1 -19
-16 -18 12 -2 -1 -6 12 -9
-31 -26 12 -3 -7 -12 7 -12
-21 -31 4 -12 -15 -20 1 -17
-13 -21 5 -11 -13 -20 2 -14
-11 -15 9 -8 -14 -21 1 -14
-2 -17 1 -14 -23 -34 -12 -22
9 -16 0 -13 -17 -27 -6 -19
-9 -23 1 -13 -16 -26 -7 -22
-17 -24 3 -11 -15 -24 -8 -22
-18 -22 3 -10 -13 -21 -5 -19
-17 -14 10 -4 -4 -9 8 -9
-31 -13 14 -2 -6 -12 7 -10
-17 -16 7 -8 -13 -18 2 -12
-10 -17 5 -11 -15 -21 0 -14
-9 -19 4 -11 -16 -20 0 -15
-3 -17 0 -15 -23 -29 -8 -20
10 -14 -2 -16 -18 -24 -5 -20
-6 -16 1 -13 -14 -20 -3 -21
-15 -18 4 -9 -13 -20 -5 -21
-13 -20 4 -10 -14 -21 -7 -23
-19 -21 8 -6 -5 -9 2 -14
-27 -20 9 -7 -9 -15 -1 -16
-11 -24 3 -14 -18 -22 -7 -18
-11 -25 1 -17 -19 -23 -5 -18
-14 -24 2 -15 -19 -23 -5 -18
-7 -23 -2 -19 -25 -32 -12 -23
4 -22 -4 -20 -21 -28 -10 -21
-8 -20 0 -16 -16 -21 -6 -19
-15 -19 4 -12 -14 -19 -6 -18
-16 -18 5 -11 -14 -19 -6 -18
-16 -16 9 -8 -5 -9 4 -10
-34 -24 9 -9 -12 -17 -1 -15
-25 -23 4 -13 -19 -25 -7 -17
-20 -16 4 -14 -18 -22 -6 -14
-21 -22 5 -14 -20 -24 -8 -17
-12 -26 -4 -20 -28 -34 -16 -25
6 -23 -6 -22 -24 -31 -13 -23
0 -24 -4 -20 -22 -26 -13 -25
-12 -27 -3 -19 -21 -26 -13 -25
-12 -20 0 -17 -19 -25 -12 -23
-15 -14 7 -12 -10 -13 -2 -13
-32 -24 7 -12 -16 -19 -8 -19
-26 -25 3 -16 -21 -26 -11 -19
-23 -24 0 -19 -23 -26 -11 -19
-30 -27 -1 -21 -28 -29 -16 -22
-19 -26 -4 -21 -29 -34 -21 -24
-2 -23 -4 -22 -24 -28 -15 -23
-8 -24 -2 -21 -23 -25 -13 -23
-9 -21 2 -16 -19 -21 -11 -20
-9 -22 2 -16 -17 -20 -8 -18
-16 -19 5 -13 -12 -11 1 -13
-30 -17 9 -10 -13 -13 -1 -13
-21 -14 4 -15 -18 -22 -7 -14
-16 -16 0 -19 -22 -25 -9 -17
-20 -21 -1 -20 -23 -27 -12 -20
-14 -24 -4 -25 -31 -37 -22 -25
8 -15 -2 -21 -24 -26 -15 -20
-3 -16 1 -15 -20 -21 -10 -17
-14 -18 2 -16 -19 -20 -10 -17
-8 -17 2 -17 -18 -19 -9 -15
-11 -16 4 -13 -12 -10 -1 -10
-25 -20 7 -11 -16 -15 -4 -13
-15 -23 0 -21 -24 -24 -10 -15
-16 -24 -1 -22 -26 -26 -12 -16
-15 -20 0 -20 -25 -26 -12 -17
-10 -26 -7 -26 -34 -37 -22 -25
1 -24 -9 -29 -31 -33 -21 -26
-10 -22 -4 -24 -26 -26 -18 -23
-17 -24 -2 -21 -23 -23 -17 -21
-9 -19 -1 -21 -22 -23 -17 -20
-8 -15 4 -16 -13 -10 -3 -10
-26 -15 8 -12 -15 -14 -6 -11
-12 -11 3 -18 -20 -22 -11 -13
-13 -18 -1 -23 -25 -26 -14 -15
-16 -23 -1 -21 -27 -26 -16 -18
-10 -25 -7 -27 -34 -36 -28 -26
1 -18 -7 -27 -31 -32 -25 -24
-13 -19 -3 -21 -26 -25 -20 -21
-22 -25 -2 -20 -24 -24 -21 -22
-18 -22 -3 -21 -24 -24 -22 -23
-14 -16 2 -18 -17 -13 -11 -15
-29 -21 3 -16 -19 -17 -13 -17
-19 -21 -1 -21 -26 -24 -19 -20
-5 -13 -1 -22 -24 -22 -15 -17
-12 -14 -1 -21 -25 -24 -16 -19
-10 -20 -7 -27 -33 -33 -25 -24
5 -21 -9 -31 -32 -32 -25 -25
-11 -23 -6 -26 -28 -27 -24 -24
-19 -25 -1 -20 -23 -22 -21 -21
-23 -30 -3 -22 -24 -23 -23 -22
-21 -29 -1 -23 -20 -16 -15 -18
-31 -29 1 -20 -22 -16 -16 -17
-17 -23 -3 -23 -26 -22 -18 -18
-7 -13 0 -22 -25 -20 -14 -14
-11 -16 0 -21 -25 -20 -16 -15
0 -13 -4 -24 -30 -28 -23 -19
13 -9 -4 -26 -26 -23 -21 -18
-2 -10 -1 -21 -22 -17 -18 -17
-7 -11 2 -18 -21 -18 -17 -18
-7 -14 -1 -20 -21 -19 -21 -20
-17 -18 4 -17 -14 -10 -14 -15
-33 -18 7 -12 -16 -14 -17 -15
-16 -14 3 -16 -20 -19 -21 -18
-4 -9 3 -17 -20 -18 -21 -16
-8 -9 5 -15 -20 -17 -19 -15
-4 -12 -1 -20 -26 -25 -25 -19
6 -13 -2 -22 -23 -21 -23 -20
-1 -10 1 -19 -18 -16 -22 -18
-4 -6 3 -16 -17 -16 -24 -18
2 -3 2 -17 -17 -17 -24 -18
-12 -1 8 -11 -9 -5 -13 -8
-34 -5 10 -8 -12 -10 -16 -9
-17 -6 4 -15 -18 -18 -22 -13
-16 -7 1 -17 -20 -17 -21 -14
-16 -7 3 -15 -19 -16 -22 -14
-11 -9 -3 -20 -23 -24 -28 -19
6 0 -5 -21 -19 -18 -25 -17
6 9 -1 -14 -11 -9 -18 -12
1 8 1 -11 -6 -3 -14 -8
3 7 0 -14 -8 -4 -14 -8
1 4 2 -11 -3 4 -8 -3
-21 -4 1 -11 -7 -2 -14 -7
-16 -7 -3 -17 -14 -11 -18 -10
-10 -1 -1 -17 -14 -9 -16 -8
-14 -2 0 -16 -15 -10 -18 -9
-4 -5 -7 -22 -23 -19 -28 -16
16 -1 -10 -25 -21 -16 -25 -16
9 4 -2 -18 -15 -8 -20 -11
4 4 -1 -16 -13 -5 -19 -10
4 0 -2 -17 -14 -5 -20 -11
3 4 2 -13 -5 4 -11 -4
-17 -3 4 -11 -9 0 -14 -5
-10 -13 -4 -19 -20 -13 -24 -11
-5 -15 -9 -24 -25 -17 -26 -14
-9 -13 -8 -24 -27 -18 -29 -15
-3 -16 -13 -29 -34 -29 -38 -21
10 -14 -17 -33 -33 -26 -37 -21
1 -12 -10 -26 -26 -18 -32 -17
-2 -10 -9 -25 -25 -16 -31 -15
2 -9 -11 -28 -26 -17 -32 -17
1 -3 -6 -22 -19 -6 -22 -9
-17 -8 -3 -20 -22 -10 -25 -12
-9 -8 -6 -24 -26 -17 -30 -14
-7 -10 -5 -24 -26 -19 -30 -17
-10 -13 -5 -24 -27 -20 -34 -19
-11 -15 -9 -29 -34 -30 -45 -26
-2 -13 -9 -30 -32 -28 -44 -27
-16 -16 -3 -25 -26 -20 -39 -24
-20 -18 -4 -26 -27 -20 -39 -25
-10 -14 -3 -24 -24 -17 -38 -23
-14 -15 -1 -25 -20 -10 -31 -18
-29 -19 -1 -23 -24 -14 -35 -19
-11 -15 -5 -28 -28 -18 -37 -20
-7 -14 -4 -28 -27 -17 -34 -19
-15 -18 -3 -27 -27 -18 -36 -19
-14 -22 -9 -30 -34 -27 -44 -25
