I II V1 V2 V3 V4 V5 V6
7 -17 70 70 44 8 12 -7
7 -16 67 67 42 8 12 -7
6 -15 65 64 39 7 13 -6
6 -14 62 62 38 6 13 -5
6 -13 60 59 37 5 12 -4
6 -12 58 56 36 4 12 -3
6 -11 56 54 35 4 12 -3
5 -10 53 51 32 3 11 -2
5 -9 51 48 30 3 11 -2
5 -8 49 44 28 2 11 0
5 -7 46 40 25 2 11 0
5 -7 44 37 23 2 11 0
4 -6 42 35 22 1 11 1
5 -6 39 32 21 1 11 2
5 -5 37 30 20 1 11 2
6 -5 35 28 19 1 11 3
6 -5 33 26 19 1 11 3
7 -4 30 23 17 1 12 4
6 -4 28 20 15 0 11 4
5 -4 25 16 13 -2 11 5
4 -4 23 13 11 -3 10 5
3 -4 20 10 9 -4 10 5
3 -2 19 9 7 -5 9 6
4 1 19 8 6 -5 9 6
5 3 18 7 5 -5 9 7
6 4 18 6 3 -5 9 7
7 6 18 6 2 -5 9 7
7 6 16 5 1 -6 9 8
6 4 15 4 1 -6 9 8
5 2 14 3 0 -6 9 8
4 1 13 2 0 -6 9 8
3 -2 12 1 0 -6 9 8
2 -3 11 0 -2 -7 8 8
1 -4 11 -2 -4 -8 6 7
0 -5 10 -2 -5 -9 5 7
-2 -6 10 -3 -6 -10 4 6
-3 -7 10 -3 -7 -10 3 6
-4 -8 9 -4 -8 -11 2 5
-4 -7 9 -4 -8 -11 2 6
-4 -7 9 -4 -8 -11 2 7
-4 -6 9 -4 -8 -11 2 8
-4 -6 9 -4 -8 -11 2 8
-5 -5 9 -5 -7 -11 1 9
-5 -6 10 -4 -7 -11 0 9
-5 -6 10 -3 -7 -11 -2 8
-5 -7 11 -2 -7 -11 -3 8
-5 -7 11 -2 -7 -11 -3 8
-6 -7 12 0 -8 -12 -4 7
-6 -6 12 0 -7 -11 -4 7
-6 -4 12 1 -6 -11 -4 7
-6 -2 12 1 -5 -10 -4 7
-6 0 12 1 -4 -10 -4 7
-5 1 13 3 -2 -9 -4 8
-5 1 15 5 1 -7 -4 8
-6 1 18 8 3 -6 -4 9
-6 1 20 10 5 -5 -4 9
-6 1 22 12 7 -4 -4 9
-6 3 23 13 8 -3 -3 10
-5 4 24 14 9 -2 -2 11
-4 5 24 15 10 0 0 12
-2 7 25 16 11 1 1 13
0 8 25 16 12 2 1 14
1 9 26 17 13 3 2 15
1 9 27 17 13 3 2 15
1 9 27 17 12 3 2 15
1 9 28 17 12 3 2 15
1 9 28 17 12 3 2 15
0 10 28 18 11 3 1 15
0 12 26 16 11 3 1 15
0 14 24 15 11 3 1 15
0 15 23 14 11 3 1 15
0 17 21 13 11 3 1 15
2 18 20 12 10 2 0 16
4 19 19 12 9 2 1 16
6 19 18 11 8 3 2 16
7 20 17 11 7 3 3 16
9 20 17 11 6 3 3 16
10 22 16 10 5 4 4 15
10 23 15 9 5 4 4 15
11 24 14 9 5 4 4 15
11 26 13 8 5 4 4 15
11 27 13 8 5 4 4 15
11 27 11 7 5 4 5 16
10 25 10 5 4 4 4 15
8 23 8 4 2 3 3 15
6 21 6 3 0 3 2 14
5 19 5 2 -2 3 1 14
5 18 4 1 -3 2 0 13
6 18 4 1 -2 2 0 13
8 18 4 1 0 2 1 13
10 18 4 1 1 2 1 13
11 18 4 1 2 2 1 13
10 14 4 1 2 0 1 10
6 8 4 -2 0 -3 -2 8
2 2 4 -3 -4 -6 -4 5
-2 -6 4 -4 -6 -8 -6 2
-6 -12 4 -5 -8 -10 -8 -2
-7 -14 3 -6 -9 -11 -9 -3
-6 -13 3 -6 -9 -10 -8 -3
-6 -13 2 -7 -9 -10 -7 -3
-5 -12 2 -7 -9 -9 -6 -3
-5 -12 2 -7 -9 -9 -6 -3
-4 -11 1 -8 -10 -8 -5 -4
-4 -11 1 -8 -10 -8 -6 -5
-4 -12 1 -9 -11 -9 -7 -5
-4 -12 1 -9 -11 -9 -8 -6
-4 -12 1 -9 -11 -9 -9 -6
-4 -13 0 -10 -12 -10 -10 -7
-4 -13 -2 -10 -12 -10 -10 -7
-3 -13 -3 -11 -12 -10 -9 -7
-3 -13 -4 -11 -12 -10 -9 -7
-3 -13 -4 -11 -12 -10 -9 -7
-2 -12 -5 -12 -12 -10 -8 -7
-2 -13 -5 -12 -12 -10 -8 -7
-2 -13 -5 -12 -12 -10 -8 -8
-2 -14 -5 -12 -12 -10 -8 -8
-2 -14 -5 -12 -12 -10 -8 -8
0 -15 -6 -7 -9 -8 -8 -8
3 -15 -4 0 -3 -4 -5 -7
7 -15 -3 6 4 1 -2 -6
10 -15 -2 12 9 5 1 -4
14 -15 0 18 15 9 4 -3
19 -8 -2 25 28 23 15 6
24 5 -4 32 43 40 28 16
30 17 -7 39 58 59 42 27
36 29 -10 47 72 77 56 37
42 42 -13 54 88 95 69 48
49 54 -27 55 103 117 87 60
57 68 -46 53 117 142 105 72
64 81 -64 50 133 165 125 86
72 95 -82 48 148 189 143 98
80 108 -101 46 163 214 161 110
82 132 -122 27 158 223 176 126
80 158 -144 4 144 228 188 142
79 185 -165 -20 131 233 201 158
78 212 -188 -44 117 238 214 175
77 238 -210 -67 104 243 226 191
60 225 -238 -132 29 184 195 175
37 196 -270 -212 -67 102 149 146
16 168 -302 -291 -162 19 102 117
-7 139 -332 -370 -259 -63 56 89
-29 110 -364 -450 -355 -146 9 61
-37 81 -361 -460 -381 -179 -20 36
-41 53 -346 -444 -382 -195 -44 15
-45 25 -330 -429 -384 -211 -66 -8
-49 -4 -315 -413 -385 -227 -90 -29
-53 -31 -299 -397 -387 -242 -113 -52
-54 -36 -268 -359 -355 -229 -113 -58
-52 -30 -232 -313 -309 -204 -104 -58
-51 -25 -196 -267 -263 -180 -95 -58
-50 -19 -159 -221 -218 -154 -86 -58
-49 -14 -123 -175 -172 -130 -76 -58
-46 -14 -101 -145 -145 -112 -69 -57
-43 -16 -82 -121 -123 -99 -62 -55
-38 -19 -64 -98 -103 -85 -55 -52
-35 -22 -47 -74 -82 -70 -49 -49
-31 -25 -28 -51 -62 -56 -41 -46
-28 -26 -19 -38 -51 -49 -37 -44
-26 -26 -13 -30 -43 -44 -33 -41
-23 -25 -7 -23 -34 -37 -29 -39
-20 -25 0 -15 -26 -32 -25 -37
-17 -25 6 -8 -18 -27 -21 -35
-16 -24 9 -3 -13 -24 -19 -34
-15 -25 12 2 -10 -22 -19 -34
-14 -26 14 5 -6 -20 -19 -34
-13 -27 16 9 -3 -17 -19 -34
-12 -28 19 13 2 -15 -19 -34
-11 -29 20 15 4 -14 -17 -34
-10 -29 21 16 5 -13 -16 -33
-10 -29 22 17 7 -12 -14 -33
-9 -29 22 19 8 -11 -13 -32
-9 -29 23 20 10 -10 -11 -32
-8 -28 25 22 12 -9 -10 -31
-8 -28 27 24 14 -7 -9 -31
-8 -28 28 26 16 -6 -9 -31
-8 -28 30 29 18 -5 -8 -31
-8 -28 32 31 20 -4 -8 -31
-9 -29 33 32 21 -3 -7 -32
-9 -29 34 33 21 -3 -7 -32
-8 -28 34 33 21 -3 -6 -32
-8 -28 35 34 21 -3 -6 -32
-8 -28 35 34 21 -3 -6 -32
-7 -27 37 37 21 -3 -5 -33
-6 -25 40 40 22 -2 -5 -33
-5 -24 44 44 23 0 -4 -34
-4 -23 47 47 24 1 -4 -34
-3 -22 50 50 25 2 -4 -34
-2 -21 51 51 27 3 -3 -35
-4 -22 52 52 29 4 -3 -35
-5 -23 52 53 30 4 -3 -36
-6 -24 53 53 32 5 -3 -36
-7 -25 53 54 34 5 -3 -36
-8 -26 55 57 36 6 -2 -36
-6 -26 58 60 39 8 -2 -34
-5 -26 61 64 43 9 0 -32
-3 -26 63 67 46 10 0 -30
-2 -26 66 70 49 11 0 -28
-2 -26 67 72 50 12 1 -27
-4 -28 68 72 52 12 1 -27
-6 -30 69 73 53 12 1 -27
-9 -32 69 73 54 12 1 -27
-11 -34 70 73 55 12 1 -27
-12 -35 72 77 57 11 0 -26
-10 -34 75 81 60 13 0 -24
-9 -33 77 87 63 14 0 -23
-7 -32 79 91 66 15 0 -21
-6 -31 82 96 69 16 0 -20
-5 -30 85 99 70 17 0 -18
-5 -30 87 101 72 19 1 -16
-4 -30 89 103 73 20 2 -15
-4 -30 91 106 75 21 3 -13
-4 -30 93 108 76 22 4 -11
-3 -29 94 109 77 23 5 -10
-3 -29 96 111 77 23 4 -9
-3 -29 97 112 77 23 3 -9
-3 -29 98 114 77 23 3 -8
-3 -29 99 115 77 23 2 -8
-2 -28 100 116 78 24 1 -6
-2 -27 100 115 78 24 2 -5
0 -26 100 115 77 25 3 -3
0 -25 100 114 77 25 4 -2
0 -24 100 114 77 25 5 1
1 -23 99 113 76 26 6 2
1 -24 98 111 74 25 5 2
0 -25 98 110 73 24 4 3
0 -25 97 109 71 24 3 3
0 -26 97 108 70 23 2 3
-2 -27 96 105 68 22 1 5
-2 -25 94 102 66 21 2 7
-3 -24 93 99 64 20 2 9
-3 -23 91 96 62 19 3 11
-3 -22 90 93 60 18 3 13
-4 -21 89 90 58 17 4 14
-4 -20 87 88 56 16 4 16
-3 -19 86 86 55 16 3 17
-3 -18 84 84 53 15 3 18
-3 -17 82 81 51 15 3 19
-2 -16 80 78 49 14 3 20
-2 -15 78 75 48 14 5 20
0 -14 76 72 46 14 7 21
1 -14 73 69 44 14 9 21
1 -13 71 66 42 14 11 21
1 -13 69 62 39 13 11 22
-3 -15 66 59 36 11 9 20
-5 -17 64 56 33 10 7 19
-8 -19 61 53 30 8 5 17
-11 -21 58 50 27 7 3 16
-12 -21 56 47 26 6 2 15
-11 -19 53 44 26 6 4 15
-10 -16 50 40 26 6 5 16
-10 -14 47 37 26 6 7 17
-9 -11 44 34 26 6 8 17
-8 -10 40 31 25 7 9 18
-8 -10 39 29 22 7 9 18
-9 -11 37 26 19 6 9 18
-10 -12 35 24 16 6 9 18
-10 -12 33 21 13 6 9 18
-11 -13 31 19 11 5 8 17
-11 -13 30 17 10 5 8 17
-11 -12 28 14 9 4 9 18
-11 -11 27 12 8 3 10 18
-11 -11 25 9 7 3 10 18
-11 -10 24 8 5 2 10 19
-11 -10 22 7 3 1 9 18
-11 -10 21 5 0 -2 7 16
-11 -10 19 4 -3 -3 6 15
-11 -10 18 3 -6 -4 4 14
-10 -9 17 2 -7 -5 3 13
-10 -9 17 1 -7 -5 4 13
-11 -9 16 0 -7 -5 5 13
-11 -9 16 0 -7 -5 5 13
-11 -9 16 -2 -7 -5 6 13
-12 -9 15 -3 -7 -5 7 13
-12 -9 15 -3 -7 -5 6 13
-12 -9 16 -2 -8 -5 5 12
-12 -9 16 -2 -9 -5 5 12
-12 -9 16 -2 -9 -5 4 12
-11 -9 17 0 -10 -6 3 11
-11 -9 17 0 -10 -6 4 11
-11 -9 16 0 -9 -5 5 11
-11 -9 16 0 -8 -5 5 11
-11 -9 16 0 -8 -5 6 11
-10 -10 15 0 -7 -4 7 11
-10 -10 15 1 -7 -4 7 11
-9 -10 16 2 -7 -4 6 10
-8 -10 17 3 -7 -4 5 10
-8 -10 17 4 -7 -4 5 10
-7 -9 18 5 -6 -3 4 9
-7 -8 18 5 -4 -3 4 9
-7 -6 19 6 -3 -2 5 9
-7 -5 19 6 0 0 6 9
-7 -3 19 6 1 0 6 9
-7 -2 21 8 2 1 7 9
-7 0 22 10 3 2 7 9
-6 1 24 13 4 3 7 9
-5 1 26 15 5 4 7 9
-5 2 28 18 6 5 7 9
-3 4 29 19 7 6 8 8
0 6 29 19 8 6 9 9
2 9 30 20 10 7 10 10
4 11 30 20 11 7 11 11
7 14 30 20 12 7 12 12
7 14 31 21 13 8 13 13
4 11 30 20 12 8 12 11
1 9 29 18 10 7 10 9
-3 6 28 17 9 6 9 8
-5 4 27 16 8 6 8 6
-7 3 25 15 7 5 7 5
-6 6 23 15 7 5 7 6
-5 8 21 14 7 6 8 7
-4 11 19 13 7 6 9 8
-3 13 16 13 7 6 9 9
-2 15 15 12 6 7 10 10
0 15 15 11 5 6 10 10
1 14 14 9 4 5 10 9
1 14 13 8 4 5 10 9
2 14 13 7 3 4 10 9
3 13 12 6 2 3 9 8
3 15 11 6 2 4 10 9
4 16 10 5 2 5 11 11
4 18 9 4 2 5 11 12
4 19 8 4 2 6 12 13
5 20 7 3 1 7 13 14
5 18 7 3 1 7 13 13
5 16 6 3 1 7 12 12
5 15 6 3 1 7 11 12
5 13 6 3 1 7 11 11
6 11 5 4 0 7 10 10
5 8 5 4 0 6 9 8
3 5 5 3 0 4 7 7
2 2 5 2 0 3 6 5
1 -2 5 2 0 2 5 4
0 -4 4 1 0 1 4 3
0 -6 4 0 -3 -2 2 1
-2 -7 3 -3 -5 -3 0 -2
-3 -9 2 -4 -6 -5 -2 -3
-3 -10 2 -5 -8 -6 -4 -5
-4 -11 1 -6 -9 -7 -5 -6
-4 -11 1 -7 -9 -7 -5 -6
-4 -12 0 -8 -10 -8 -6 -6
-4 -13 -2 -9 -10 -8 -6 -6
-4 -13 -2 -10 -10 -8 -6 -6
-5 -14 -3 -11 -11 -9 -7 -6
-5 -14 -3 -10 -11 -9 -7 -6
-4 -13 -2 -9 -10 -8 -7 -6
-3 -12 -2 -9 -10 -8 -7 -6
-3 -12 -2 -8 -10 -8 -7 -6
-2 -11 0 -7 -9 -7 -7 -6
-2 -10 0 -7 -9 -7 -7 -6
-2 -9 0 -8 -8 -7 -7 -5
-2 -8 0 -8 -7 -7 -7 -5
-2 -7 0 -8 -7 -7 -7 -5
0 -9 -3 -9 -6 -7 -7 -4
0 -14 -5 -9 -6 -7 -7 -5
0 -20 -7 -9 -7 -8 -8 -7
0 -26 -9 -9 -7 -8 -9 -8
0 -31 -11 -9 -7 -8 -9 -9
1 -30 -11 -4 -3 -4 -7 -8
4 -23 -9 5 9 6 1 -3
8 -16 -6 13 19 15 7 3
12 -9 -4 21 30 24 13 8
16 -2 -2 29 40 34 20 13
21 9 -5 35 55 51 31 22
28 19 -15 38 72 74 48 33
35 30 -25 43 89 97 63 45
43 42 -35 47 106 119 78 56
50 53 -46 51 122 143 95 68
56 70 -62 50 136 165 113 82
62 94 -81 45 146 188 134 100
68 116 -102 39 156 210 154 117
75 140 -122 33 167 232 175 135
81 163 -143 28 177 255 196 152
77 178 -169 -7 149 250 200 160
63 185 -198 -66 90 222 190 160
50 192 -228 -124 31 193 180 161
35 199 -258 -183 -28 165 171 161
22 206 -288 -241 -88 138 160 161
9 190 -310 -294 -150 84 129 145
-4 153 -325 -341 -215 9 80 113
-16 116 -341 -387 -280 -65 31 80
-27 78 -356 -434 -345 -140 -18 49
-39 42 -371 -481 -410 -215 -66 17
-47 18 -359 -479 -421 -242 -92 -5
-50 6 -324 -434 -384 -231 -98 -16
-53 -8 -288 -390 -347 -220 -104 -27
-55 -20 -253 -345 -310 -208 -111 -38
-58 -32 -217 -301 -274 -197 -117 -50
-57 -36 -186 -261 -239 -181 -115 -54
-52 -31 -158 -224 -206 -159 -105 -49
-46 -26 -131 -187 -174 -138 -95 -44
-39 -21 -103 -150 -140 -115 -83 -38
-33 -17 -75 -113 -107 -94 -73 -34
-29 -15 -57 -88 -85 -78 -66 -30
-26 -17 -46 -73 -71 -69 -62 -28
-23 -19 -34 -58 -57 -60 -57 -26
-21 -21 -23 -43 -43 -50 -53 -24
-18 -23 -12 -27 -29 -40 -49 -22
-15 -25 -4 -18 -20 -34 -46 -21
-13 -24 0 -13 -15 -31 -44 -21
-11 -23 4 -8 -10 -28 -43 -20
-9 -23 8 -3 -6 -25 -41 -19
-7 -22 12 3 0 -22 -39 -19
-5 -21 14 7 4 -19 -38 -18
-4 -21 16 9 7 -17 -37 -17
-3 -20 18 12 11 -15 -36 -15
-2 -19 20 14 14 -13 -35 -14
0 -19 22 16 17 -11 -34 -13
0 -19 23 18 19 -9 -33 -12
-3 -21 23 18 19 -9 -33 -12
-5 -24 23 19 20 -10 -33 -12
-7 -27 23 19 21 -11 -33 -12
-9 -29 23 19 21 -11 -33 -12
-11 -31 23 21 22 -12 -34 -13
-10 -31 25 23 24 -10 -34 -13
-9 -31 26 25 26 -9 -34 -13
-9 -31 27 27 27 -8 -34 -13
-8 -31 29 29 29 -6 -34 -13
-7 -32 30 31 30 -5 -35 -14
-7 -31 32 32 30 -5 -35 -14
-6 -29 33 34 31 -5 -35 -14
-6 -28 34 35 32 -5 -35 -14
-6 -27 36 36 32 -5 -35 -14
-5 -26 37 38 34 -6 -34 -14
-5 -27 38 40 36 -4 -32 -14
-5 -28 40 43 38 -3 -30 -14
-5 -28 42 45 40 -2 -29 -14
-5 -29 43 47 43 1 -27 -14
-6 -30 45 50 45 2 -26 -14
-6 -29 47 52 47 2 -24 -14
-5 -27 50 55 49 3 -22 -13
-4 -26 52 58 51 4 -21 -12
-4 -25 54 60 53 4 -19 -12
-3 -24 56 63 55 5 -18 -11
-3 -25 57 65 57 5 -17 -11
-3 -27 58 67 60 6 -15 -12
-3 -28 59 69 62 7 -14 -13
-3 -29 60 71 64 7 -13 -13
-3 -30 62 73 67 8 -12 -14
-3 -30 64 76 69 9 -11 -14
-2 -29 67 79 72 10 -9 -15
0 -28 70 81 74 10 -8 -16
0 -28 72 85 76 11 -7 -16
1 -27 74 88 79 12 -6 -17
2 -27 76 91 81 13 -4 -17
3 -26 78 94 85 15 -2 -17
4 -26 80 97 88 16 0 -17
5 -26 82 100 90 17 2 -17
6 -25 84 102 92 18 3 -16
6 -24 86 104 92 18 4 -16
6 -24 87 106 92 18 5 -16
6 -23 89 108 92 18 6 -16
6 -22 91 110 92 18 7 -16
6 -21 92 111 93 19 8 -16
6 -23 92 111 92 19 8 -16
6 -25 92 111 92 19 9 -16
6 -27 92 111 91 20 10 -16
6 -29 92 111 90 20 10 -16
5 -30 92 112 88 21 12 -16
6 -28 92 112 86 21 14 -16
6 -26 92 111 82 21 16 -16
7 -23 92 110 79 21 18 -15
8 -21 92 110 77 21 20 -15
9 -19 91 108 74 22 22 -14
9 -19 89 106 70 21 22 -14
9 -19 88 103 66 20 22 -14
9 -19 87 100 62 18 22 -14
9 -19 85 98 58 17 22 -14
9 -19 84 95 54 16 22 -15
7 -19 81 92 52 14 21 -15
6 -20 79 89 50 12 20 -15
5 -21 77 85 48 10 19 -16
3 -21 75 81 46 8 18 -16
2 -22 73 79 43 7 17 -17
2 -21 72 77 40 8 17 -16
2 -20 71 75 38 8 17 -15
2 -19 69 73 36 9 17 -13
2 -18 68 71 34 10 17 -12
2 -17 67 68 32 11 18 -11
2 -16 65 65 30 11 19 -10
2 -15 63 62 29 10 20 -10
2 -14 61 59 27 9 21 -9
2 -13 59 56 25 9 22 -8
1 -12 56 53 24 8 23 -7
1 -12 53 50 22 8 23 -7
1 -12 50 47 21 8 23 -7
0 -12 47 44 19 8 22 -7
0 -12 44 40 17 8 22 -7
-2 -12 42 37 16 7 21 -8
-2 -10 39 35 14 6 21 -7
-2 -9 37 33 13 6 21 -7
0 -8 35 30 11 5 21 -6
0 -6 33 28 9 4 21 -5
1 -5 31 25 7 3 21 -4
1 -5 28 23 5 3 20 -4
1 -5 26 20 3 3 20 -4
1 -4 23 18 1 2 19 -5
1 -4 20 15 -2 2 18 -5
1 -3 18 13 -4 1 17 -6
1 -2 18 11 -4 1 17 -5
1 0 17 10 -4 0 18 -5
1 1 16 8 -5 -2 19 -4
1 2 16 6 -5 -2 19 -3
1 3 15 5 -6 -3 20 -2
3 3 15 5 -6 -2 20 -2
5 3 15 5 -6 0 20 0
7 3 15 5 -6 1 20 1
9 3 15 5 -6 2 20 1
10 4 14 5 -7 3 21 2
5 2 12 3 -9 0 18 0
1 0 11 1 -10 -3 16 -2
-5 -3 10 -2 -11 -5 14 -3
-9 -5 8 -4 -13 -7 12 -5
-12 -6 7 -5 -14 -9 10 -6
-10 -6 8 -4 -14 -8 10 -5
-9 -6 8 -3 -14 -7 10 -5
-7 -7 9 0 -14 -5 11 -4
-5 -7 10 1 -14 -4 11 -3
-4 -8 11 2 -13 -3 12 -2
-4 -7 11 2 -13 -3 12 -2
-4 -6 11 2 -13 -4 12 -2
-4 -4 11 1 -12 -5 12 -3
-4 -3 11 1 -12 -5 12 -3
-4 -2 11 0 -11 -6 12 -4
-4 -3 12 2 -11 -6 11 -4
-4 -3 12 3 -11 -5 10 -4
-5 -4 13 4 -10 -4 8 -4
-5 -5 14 6 -10 -4 7 -4
-6 -6 15 7 -9 -3 6 -5
-5 -3 17 8 -6 -3 7 -5
-4 0 18 9 -4 -2 8 -4
-3 2 20 11 -2 0 10 -3
-2 4 22 12 1 0 11 -3
0 6 23 13 3 1 12 -2
0 5 24 14 3 3 12 0
0 5 24 15 3 4 12 0
0 4 25 17 4 5 12 1
0 3 26 18 4 7 12 2
-2 2 27 19 5 8 12 3
-2 5 27 19 5 8 12 3
